ema,lorentzian_k,lorentzian_horizon,andean_length,min_atr_pct,risk,rr,exit_mode,m15_adx_min,require_ema50_slope,session,profit_pct,final_balance,total_trades,trades_per_day,winrate,profit_factor,max_drawdown_pct,avg_win,avg_loss,expectancy,negative_months,signal_candidates,passes_robust_filter
50/200,8,8,50,0.002,0.005,1.5,be_1_no_lock,20,False,all,3.8269309971854,1038.269309971854,316,0.8633879781420765,39.24050632911392,1.0532872962291897,-6.65249785503773,6.100312844802185,-3.740466056164669,0.12110541130333724,4,3475,False
50/200,8,8,50,0.002,0.005,2.5,be_1_2,25,False,14_20,2.5059182689283945,1025.059182689284,188,0.5136612021857924,23.93617021276596,1.0529101016189906,-6.135319895095025,11.08171776676524,-3.312014802903155,0.13329352494300303,5,1509,False
50/200,8,8,50,0.002,0.005,1.5,fixed,18,False,14_20,3.5505352787021818,1035.5053527870218,247,0.674863387978142,46.15384615384615,1.0524434250466606,-6.670898083468035,6.250239982739954,-5.090391016882191,0.14374636755879877,6,1783,False
50/200,8,8,50,0.002,0.005,2.5,fixed,25,False,all,4.554058799400195,1045.540587994002,265,0.7240437158469946,33.58490566037736,1.0491632127582817,-9.98221959295952,10.919718067073788,-5.263149545315712,0.17185127544906353,7,3133,False
50/200,8,8,50,0.002,0.005,1.5,partial_1r,25,False,14_20,2.258583452380253,1022.5858345238025,337,0.9207650273224044,60.83086053412463,1.0463350577216746,-5.023050143326385,2.4879597449401123,-3.692772069613031,0.06702028048606211,6,1509,False
50/200,8,8,50,0.002,0.005,2.5,fixed,25,True,14_20,2.5538811814287783,1025.5388118142878,167,0.4562841530054645,32.93413173652694,1.0452985972752862,-9.340068068701687,10.715035452149525,-5.03382266119585,0.15292701685202809,6,1354,False
50/200,8,8,50,0.002,0.005,1.5,fixed,20,False,all,3.924696713453795,1039.246967134538,325,0.8879781420765027,46.15384615384615,1.0441826038903486,-7.1379261579575735,6.183580071325052,-5.075943106081254,0.1207598988755028,4,3475,False
50/200,8,8,50,0.002,0.005,1.5,be_1_2,20,False,all,3.5235071284672586,1035.2350712846726,320,0.8743169398907104,42.5,1.0439309612029952,-5.829477849960594,6.156548691770813,-4.358997558674769,0.11010959776460325,4,3475,False
50/200,8,8,50,0.002,0.005,2.5,partial_1r,25,False,14_20,1.7711250290692988,1017.711250290693,305,0.8333333333333334,50.49180327868853,1.0408654951986611,-5.7516842421353465,2.929316821299579,-2.8702221204598732,0.058069673084243593,6,1509,False
50/200,8,8,50,0.002,0.005,2.0,fixed,25,True,all,3.083869057262973,1030.8386905726297,259,0.7076502732240437,38.61003861003861,1.0381350449121898,-7.688155550104635,8.395093147619866,-5.085978768486522,0.11906830336922632,5,2848,False
50/200,8,8,50,0.002,0.005,1.5,be_1_no_lock,25,False,14_20,1.4738470379050115,1014.7384703790501,216,0.5901639344262295,37.96296296296296,1.0305688113634761,-5.189106468966534,6.059502983425704,-3.5980654795660945,0.06823365916227325,7,1509,False
50/200,8,8,50,0.002,0.005,2.0,partial_1r,20,False,all,1.9531705202953504,1019.5317052029535,449,1.226775956284153,54.12026726057907,1.0303249540973654,-5.464508375349133,2.730913556935126,-3.1266033453023367,0.04350045702216993,5,3475,False
50/200,8,8,50,0.002,0.005,2.5,partial_1r,20,False,all,1.716010681407363,1017.1601068140736,431,1.1775956284153006,51.27610208816705,1.0275295989102187,-5.315858243709732,2.898158745318038,-2.9682522661962523,0.03981463297928863,5,3475,False
50/200,8,8,50,0.002,0.005,1.5,partial_1r,20,False,all,1.991076818460465,1019.9107681846046,489,1.3360655737704918,60.940695296523515,1.0274065119324423,-6.20820082735174,2.504726440117874,-3.803652937018434,0.04071731735093161,5,3475,False
