ema,lorentzian_k,lorentzian_horizon,andean_length,min_atr_pct,risk,rr,exit_mode,m15_adx_min,require_ema50_slope,session,profit_pct,final_balance,total_trades,trades_per_day,winrate,profit_factor,max_drawdown_pct,avg_win,avg_loss,expectancy,negative_months,signal_candidates,passes_robust_filter
50/200,8,8,50,0.002,0.005,1.5,partial_1r,25,True,all,-3.715984504328935,962.8401549567106,424,1.1584699453551912,59.198113207547166,0.9416948144160279,-8.28029367979033,2.3911298976406545,-3.684008377751982,-0.08764114397002018,6,2848,False
50/200,8,8,50,0.002,0.005,2.5,be_1_no_lock,20,True,all,-3.548719655378068,964.5128034462193,255,0.6967213114754098,21.568627450980394,0.9406848276315648,-9.760254744415015,10.232631747379855,-2.9914097132983644,-0.1391654766814933,6,3134,False
50/200,8,8,50,0.002,0.005,2.0,fixed,18,True,all,-5.245247169318918,947.5475283068108,275,0.7513661202185792,36.0,0.9396522668622149,-9.231411059700982,8.24967743990972,-4.938468967296883,-0.1907362607025057,6,3266,False
50/200,8,8,50,0.002,0.005,1.5,be_1_no_lock,25,True,all,-3.879174705533376,961.2082529446662,276,0.7540983606557377,36.594202898550726,0.9377981824969349,-10.281049390481224,5.7906094863060265,-3.563676029555661,-0.14054980817149296,8,2848,False
50/200,8,8,50,0.002,0.005,1.5,partial_1r,20,True,14_20,-3.312185310968061,966.8781468903194,323,0.8825136612021858,59.133126934984524,0.9339114085149595,-6.45862871395105,2.4505323732024142,-3.796769215085922,-0.10254443687207586,8,1512,False
50/200,8,8,50,0.002,0.005,2.5,fixed,18,False,all,-6.181404272549025,938.1859572745097,270,0.7377049180327869,30.74074074074074,0.933300588264296,-10.766449011279462,10.420980699921861,-4.9559114482299735,-0.22894089898329892,7,3634,False
50/200,8,8,50,0.002,0.005,2.5,be_1_no_lock,25,True,14_20,-2.655842933944837,973.4415706605516,170,0.4644808743169399,20.588235294117645,0.9330436091435437,-8.559385938368985,10.574120364909207,-2.938167719342745,-0.15622605493793124,8,1354,False
50/200,8,8,50,0.002,0.005,1.5,partial_1r,25,True,14_20,-3.033646150339416,969.6635384966058,296,0.8087431693989071,58.445945945945944,0.9327536039546828,-7.717773970945458,2.4322977671662542,-3.667674595310213,-0.10248804561957506,7,1354,False
50/200,8,8,50,0.002,0.005,2.0,be_1_no_lock,25,True,14_20,-2.896320960851324,971.0367903914868,181,0.49453551912568305,27.071823204419886,0.9326225655830793,-7.534349277879096,8.181671845880675,-3.256554015580813,-0.1600177326437249,7,1354,False
50/200,8,8,50,0.002,0.005,2.5,partial_1r,20,True,14_20,-3.0549071766173936,969.4509282338261,285,0.7786885245901639,49.122807017543856,0.930772696125882,-5.253449636486029,2.933838477501844,-3.043354887009871,-0.10718972549534415,8,1512,False
50/200,8,8,50,0.002,0.005,2.0,be_1_2,18,True,14_20,-3.7543768654822314,962.4562313451777,201,0.5491803278688525,29.35323383084577,0.9295506831439065,-7.008304227330629,8.39618775507385,-3.7529496211561906,-0.18678491868070635,7,1582,False
50/200,8,8,50,0.002,0.005,1.5,be_1_2,20,True,all,-5.352424530285464,946.4757546971454,300,0.819672131147541,39.666666666666664,0.9293611560621341,-8.121189735849528,5.917585268715874,-4.186281172817922,-0.17841415100951583,6,3134,False
50/200,8,8,50,0.002,0.005,1.5,partial_1r,20,True,all,-5.060154912893097,949.398450871069,454,1.2404371584699454,58.81057268722467,0.927194806970828,-7.840238565037715,2.4135771421727044,-3.7167200325617267,-0.11145715667165362,6,3134,False
50/200,8,8,50,0.002,0.005,2.0,partial_1r,25,True,14_20,-3.1921362271206024,968.078637728794,279,0.7622950819672131,52.68817204301075,0.9259976404373289,-5.835505462822133,2.717242475786631,-3.2678485319078883,-0.11441348484303396,7,1354,False
50/200,8,8,50,0.002,0.005,2.5,be_1_no_lock,18,False,14_20,-3.817208848466441,961.8279115153356,215,0.587431693989071,20.46511627906977,0.9248786426921473,-7.483807085141564,10.681065294526862,-2.9715728739406213,-0.17754459760309002,8,1783,False
50/200,8,8,50,0.002,0.005,2.5,be_1_no_lock,18,True,all,-4.945605821550067,950.5439417844993,263,0.7185792349726776,21.673003802281368,0.9211104985268037,-10.72728018040511,10.130646561120084,-3.0432180203851753,-0.18804584872814198,6,3266,False
50/200,8,8,50,0.002,0.005,2.5,partial_1r,18,True,all,-4.935836338503782,950.6416366149622,406,1.1092896174863387,49.50738916256158,0.9207297560144887,-9.820967624000948,2.8522440151727317,-3.0373629777305213,-0.12157232360846754,7,3266,False
50/200,8,8,50,0.002,0.005,1.5,be_1_no_lock,20,True,all,-5.442727859613683,945.5727214038632,297,0.8114754098360656,36.36363636363637,0.9205097045684211,-9.667955762671848,5.8358903679371945,-3.6227695149912864,-0.1832568302900207,8,3134,False
50/200,8,8,50,0.002,0.005,2.0,partial_1r,20,True,14_20,-3.972178801381574,960.2782119861843,300,0.819672131147541,52.666666666666664,0.9165186623819774,-5.566914571197241,2.7600923657796717,-3.3508195901901736,-0.13240596004605493,8,1512,False
50/200,8,8,50,0.002,0.005,2.0,be_1_2,18,True,all,-6.295841050382581,937.0415894961742,281,0.76775956284153,29.181494661921707,0.913211344651554,-7.879852502473163,8.078825746500838,-3.645337295059772,-0.22405128293176524,6,3266,False
50/200,8,8,50,0.002,0.005,2.5,fixed,18,True,14_20,-5.843839886331909,941.5616011366809,185,0.505464480874317,29.72972972972973,0.9070719910048705,-10.105558527778147,10.371241406269805,-4.837359047755063,-0.3158832370990215,8,1582,False
50/200,8,8,50,0.002,0.005,2.0,be_1_no_lock,18,True,all,-6.344071751023307,936.5592824897669,283,0.773224043715847,27.208480565371023,0.9067119414234154,-8.736276700236328,8.007936881961792,-3.3012226088412158,-0.2241721466792668,7,3266,False
50/200,8,8,50,0.002,0.005,2.5,fixed,18,True,all,-7.862014467805159,921.3798553219484,251,0.6857923497267759,29.880478087649404,0.9064477362060166,-13.914702008843937,10.156896872183355,-4.774928466430695,-0.313227668040043,6,3266,False
50/200,8,8,50,0.002,0.005,2.0,partial_1r,18,True,all,-6.796628910766516,932.0337108923349,429,1.1721311475409837,52.44755244755245,0.900079727094223,-9.066272557497012,2.7210618213726425,-3.3343392103750524,-0.1584295783395479,5,3266,False
50/200,8,8,50,0.002,0.005,1.5,be_1_no_lock,25,True,14_20,-4.476812213897358,955.2318778610264,193,0.5273224043715847,35.233160621761655,0.8999993784042097,-8.423460629181772,5.925151713241704,-3.5814275091152776,-0.2319591820672218,7,1354,False
50/200,8,8,50,0.002,0.005,2.5,be_1_2,25,True,20_24,-2.4839403896428847,975.1605961035712,87,0.23770491803278687,24.137931034482758,0.8991186052173276,-7.844615454658081,10.54211576348076,-3.730664165598863,-0.28551038961412634,6,457,False
50/200,8,8,50,0.002,0.005,1.5,fixed,18,True,all,-8.700375550322793,912.9962444967721,310,0.8469945355191257,42.25806451612903,0.8987559023645146,-10.26314399482631,5.895745730618887,-4.800818135275432,-0.280657275816865,8,3266,False
50/200,8,8,50,0.002,0.005,2.0,be_1_no_lock,20,True,14_20,-4.881004319372857,951.1899568062714,195,0.5327868852459017,26.153846153846157,0.8962384620854351,-7.73224305902203,8.266586101374543,-3.2667078775266014,-0.2503079138139944,8,1512,False
50/200,8,8,50,0.002,0.005,2.5,partial_1r,18,True,14_20,-5.155186948624589,948.4481305137541,295,0.8060109289617486,48.47457627118644,0.8899737062999221,-7.048052234010916,2.9160104359006693,-3.0825089593423827,-0.17475209995337765,8,1582,False
50/200,8,8,50,0.002,0.005,1.5,be_1_2,18,True,all,-8.75554971438604,912.4445028561396,309,0.8442622950819673,38.83495145631068,0.8893966312027446,-11.084886289626102,5.867178448076643,-4.188449264090256,-0.28335112344291613,7,3266,False
50/200,8,8,50,0.002,0.005,1.5,be_1_no_lock,20,True,14_20,-5.474435839855232,945.2556416014477,209,0.5710382513661202,34.92822966507177,0.888790988239136,-7.413591269307503,5.993440125871785,-3.619599173435233,-0.2619347291796718,8,1512,False
50/200,8,8,50,0.002,0.005,1.5,partial_1r,18,True,14_20,-5.979519695434942,940.2048030456506,332,0.907103825136612,58.43373493975904,0.8872790809652354,-8.253159010153878,2.4261647706667917,-3.8439939308964237,-0.18010601492273767,8,1582,False
50/200,8,8,50,0.002,0.005,2.0,partial_1r,18,True,14_20,-5.898366983049198,941.016330169508,308,0.8415300546448088,52.27272727272727,0.8826859533065263,-7.055672925530707,2.756526128859714,-3.420301881475552,-0.19150542152757208,8,1582,False
50/200,8,8,50,0.002,0.005,1.5,be_1_no_lock,18,True,all,-8.613823827584246,913.8617617241575,306,0.8360655737704918,35.947712418300654,0.8807592364632856,-11.390594323858068,5.7840995374619055,-3.68565911937068,-0.28149751070537127,7,3266,False
50/200,8,8,50,0.002,0.005,1.5,partial_1r,18,True,all,-8.739324475613023,912.6067552438698,462,1.2622950819672132,58.00865800865801,0.8804175793976907,-12.18399797354796,2.400846729823156,-3.7671142698388387,-0.18916286743750838,6,3266,False
50/200,8,8,50,0.002,0.005,2.0,be_1_no_lock,18,True,14_20,-6.118727223928044,938.8127277607196,202,0.5519125683060109,26.237623762376238,0.8773170056550841,-7.127831394535258,8.255766539839925,-3.3472677775221147,-0.3029072883132628,8,1582,False
50/200,8,8,50,0.002,0.005,1.5,fixed,25,True,20_24,-3.5395781393565016,964.604218606435,92,0.25136612021857924,41.30434782608695,0.8704675221220083,-7.53850394831327,6.259531165256808,-5.060332697654139,-0.3847367542778781,6,457,False
50/200,8,8,50,0.002,0.005,2.5,fixed,20,True,00_03,-2.9028120546996776,970.9718794530032,62,0.16939890710382513,29.03225806451613,0.8661143142957626,-6.573613253919013,10.432478104408467,-4.927561964235214,-0.46819549269350047,8,317,False
50/200,8,8,50,0.002,0.005,2.5,be_1_no_lock,20,True,14_20,-5.866721783585933,941.3327821641407,183,0.5,19.672131147540984,0.8650993348978876,-8.175254253187033,10.450687938025057,-2.958448868059601,-0.32058588981343866,8,1512,False
50/200,8,8,50,0.002,0.005,2.5,be_1_2,25,False,20_24,-3.856328014894734,961.4367198510527,96,0.26229508196721313,22.916666666666664,0.8560865651484975,-8.85816452757146,10.427198215509721,-3.621103255272458,-0.40170083488487524,6,498,False
50/200,8,8,50,0.002,0.005,1.5,be_1_no_lock,18,True,14_20,-7.683659325057249,923.1634067494275,217,0.592896174863388,34.56221198156682,0.8529426400115774,-7.950671747077378,5.942099210067765,-3.6795354507440496,-0.3540856831823628,8,1582,False
50/200,8,8,50,0.002,0.005,1.5,be_1_2,25,True,20_24,-3.8842316370497425,961.1576836295026,93,0.2540983606557377,37.634408602150536,0.8485637213283582,-8.13850488424167,6.218585479078926,-4.422289795487239,-0.4176593158118006,6,457,False
50/200,8,8,50,0.002,0.005,1.5,fixed,25,False,20_24,-4.869260529139979,951.3073947086002,103,0.2814207650273224,40.77669902912621,0.8412731059343022,-8.556151949542329,6.144693273708245,-5.029011848969589,-0.47274374069319075,6,498,False
50/200,8,8,50,0.002,0.005,2.0,partial_1r,18,True,20_24,-4.401847583931828,955.9815241606817,148,0.40437158469945356,50.0,0.8324899746426098,-9.331798526744201,2.9562522518244636,-3.551096519923367,-0.2974221340494517,6,522,False
50/200,8,8,50,0.002,0.005,1.5,be_1_2,25,False,20_24,-4.829487308712419,951.7051269128758,104,0.28415300546448086,37.5,0.8313345690081828,-8.584845907344324,6.103601648495582,-4.405159036591564,-0.46437377968388394,6,498,False
50/200,8,8,50,0.002,0.005,2.5,be_1_no_lock,18,True,14_20,-7.7941843976792144,922.0581560232079,191,0.5218579234972678,19.3717277486911,0.8312532749690458,-9.149210990888488,10.37688415934153,-2.9992633628079832,-0.4080724815538888,8,1582,False
50/200,8,8,50,0.002,0.005,2.0,be_1_2,18,True,20_24,-4.955288397182437,950.4471160281756,102,0.2786885245901639,27.450980392156865,0.8250599872302473,-9.586141932950778,8.346555315430368,-3.827789632484794,-0.4858125879590633,6,522,False
50/200,8,8,50,0.002,0.005,2.0,be_1_2,18,False,20_24,-5.422522008478154,945.7747799152185,112,0.30601092896174864,27.67857142857143,0.8245408398661032,-9.578503085332025,8.22007451882257,-3.8154016070158208,-0.4841537507569806,6,570,False
50/200,8,8,50,0.002,0.005,2.0,partial_1r,18,False,20_24,-5.069356220490863,949.3064377950914,163,0.4453551912568306,50.306748466257666,0.8235960687519598,-9.512446294023242,2.8863232192004635,-3.5478032861647746,-0.3110034491098696,5,570,False
50/200,8,8,50,0.002,0.005,2.5,fixed,25,True,20_24,-5.184003523683714,948.1599647631629,82,0.22404371584699453,28.04878048780488,0.8221023659961846,-11.09066084411679,10.41581309195015,-4.939046378842218,-0.6321955516687491,7,457,False
50/200,8,8,50,0.002,0.005,2.5,be_1_no_lock,25,True,20_24,-4.188565100447567,958.1143489955243,86,0.23497267759562843,20.930232558139537,0.8194470833222604,-8.968864258639014,10.56110036887219,-3.411550847708464,-0.48704245354042014,7,457,False
50/200,8,8,50,0.002,0.005,2.5,partial_1r,25,True,20_24,-4.169290699346914,958.3070930065309,127,0.3469945355191257,47.24409448818898,0.8167877208449332,-8.643473172168639,3.0978868370291446,-3.3965092121674303,-0.3282906062477885,6,457,False
50/200,8,8,50,0.002,0.005,1.5,partial_1r,25,True,20_24,-4.409922536029626,955.9007746397037,131,0.35792349726775957,54.19847328244275,0.8161478937039619,-8.992621545902656,2.7572291830355904,-3.9977082892637132,-0.3366353080938618,5,457,False
50/200,8,8,50,0.002,0.005,2.0,be_1_2,20,False,20_24,-5.655807303593508,943.4419269640649,109,0.2978142076502732,27.522935779816514,0.8132588166853245,-9.80153721608354,8.210356661336785,-3.833781935139731,-0.5188814039994052,6,553,False
50/200,8,8,50,0.002,0.005,2.0,be_1_2,20,True,20_24,-5.189726173133749,948.1027382686625,99,0.27049180327868855,27.27272727272727,0.8127623403744715,-9.80915722168137,8.343553358701671,-3.849627811337261,-0.5242147649630067,6,505,False
50/200,8,8,50,0.002,0.005,2.0,partial_1r,20,True,20_24,-5.066397159240557,949.3360284075944,142,0.3879781420765027,49.29577464788733,0.8046033684378407,-9.962077598674586,2.9803410541190245,-3.60122007473247,-0.3567885323408883,6,505,False
50/200,8,8,50,0.002,0.005,2.5,be_1_2,20,True,20_24,-5.457287847496821,945.4271215250318,97,0.2650273224043716,21.649484536082475,0.8007740773421209,-10.446643560858321,10.445319427571226,-3.604270874394275,-0.5626069945873104,7,505,False
50/200,8,8,50,0.002,0.005,1.5,fixed,18,True,20_24,-6.449195842135601,935.508041578644,107,0.2923497267759563,39.25233644859813,0.8002306124858927,-10.325121856612983,6.150954266166823,-4.966646732313264,-0.6027285833771552,7,522,False
50/200,8,8,50,0.002,0.005,1.5,be_1_2,20,True,20_24,-5.8893387172571465,941.1066128274285,104,0.28415300546448086,36.53846153846153,0.7985424423564514,-10.05247795294935,6.143238488324589,-4.429340147407663,-0.5662825689670322,6,505,False
50/200,8,8,50,0.002,0.005,2.0,partial_1r,20,False,20_24,-5.72926561636383,942.7073438363617,157,0.42896174863387976,49.681528662420384,0.7981144408279944,-10.14146959485355,2.9037837349554714,-3.592250474559051,-0.3649213768384603,5,553,False
50/200,8,8,50,0.002,0.005,2.5,fixed,20,False,00_03,-4.929635505164685,950.7036449483531,69,0.1885245901639344,27.536231884057973,0.7980142261119795,-7.040745187649419,10.250641827898207,-4.881170995634265,-0.714439928284744,8,341,False
50/200,8,8,50,0.002,0.005,2.5,fixed,18,True,20_24,-6.869566107402557,931.3043389259744,95,0.25956284153005466,27.368421052631582,0.797260001537613,-13.492534100422478,10.390022702225098,-4.91067030915766,-0.7231122218318529,7,522,False
50/200,8,8,50,0.002,0.005,2.5,partial_1r,25,False,20_24,-5.039353285058212,949.6064671494179,141,0.38524590163934425,46.808510638297875,0.7966839240975677,-9.018003947730694,2.9918871260338276,-3.304774442250863,-0.35740094220271007,6,498,False
50/200,8,8,50,0.002,0.005,1.5,partial_1r,25,False,20_24,-5.549877130042171,944.5012286995783,147,0.4016393442622951,54.421768707483,0.7934758900166435,-9.626055674950507,2.6653629542321218,-4.010862800581955,-0.37754266190762736,6,498,False
50/200,8,8,50,0.002,0.005,2.0,be_1_2,25,False,20_24,-5.718477119059628,942.8152288094037,99,0.27049180327868855,27.27272727272727,0.7931274254633148,-8.549482493019568,8.120012014675163,-3.839237438705906,-0.5776239514201599,7,498,False
50/200,8,8,50,0.002,0.005,2.5,be_1_no_lock,20,True,00_03,-3.5794617105047792,964.2053828949522,62,0.16939890710382513,20.967741935483872,0.7927730310231839,-6.7192429465953705,10.533603374708719,-3.5251318566583905,-0.5773325339523837,9,317,False
50/200,8,8,50,0.002,0.005,2.5,partial_1r,18,True,20_24,-5.366431616135378,946.3356838386462,147,0.4016393442622951,46.25850340136054,0.791707650798733,-10.441059204460332,2.999633606234635,-3.2612582453836647,-0.36506337524730814,6,522,False
50/200,8,8,50,0.002,0.005,2.5,fixed,20,True,20_24,-6.8667940550701925,931.3320594492981,92,0.25136612021857924,27.173913043478258,0.7911092925917742,-13.489959182507999,10.402348011898379,-4.906367773853161,-0.7463906581598073,7,505,False
50/200,8,8,50,0.002,0.005,1.5,be_1_2,18,True,20_24,-6.333450959403876,936.6654904059612,108,0.29508196721311475,36.11111111111111,0.790809839976244,-10.476944162700487,6.139126996951034,-4.387832789494622,-0.5864306443892462,6,522,False
50/200,8,8,50,0.002,0.005,2.0,be_1_2,25,True,20_24,-5.252705591317306,947.4729440868269,89,0.24316939890710382,26.96629213483146,0.7904506546537922,-8.55720827274813,8.255821094113195,-3.8564117257213804,-0.5901916394738546,7,457,False
50/200,8,8,50,0.002,0.005,1.5,fixed,20,True,20_24,-6.608249244949309,933.9175075505069,103,0.2814207650273224,38.83495145631068,0.7884001382273464,-10.477585479389987,6.155420630374087,-4.957132026419945,-0.6415775965970197,7,505,False
50/200,8,8,50,0.002,0.005,1.5,be_1_2,20,False,20_24,-6.814875055951427,931.8512494404857,115,0.31420765027322406,36.52173913043478,0.7879588525834277,-10.489519272225033,6.029648574626973,-4.402657406765033,-0.5925978309523005,6,553,False
50/200,8,8,50,0.002,0.005,2.5,be_1_2,20,True,00_03,-3.939461437459033,960.6053856254097,62,0.16939890710382513,22.58064516129032,0.7854695314500685,-7.138516030058119,10.30265554339593,-3.8256623329611195,-0.6353970060417855,9,317,False
50/200,8,8,50,0.002,0.005,2.5,be_1_2,18,True,20_24,-6.051832645761067,939.4816735423893,100,0.273224043715847,21.0,0.7835424787643739,-11.009812112148767,10.431757443036009,-3.539053579257814,-0.6051832645761113,7,522,False
50/200,8,8,50,0.002,0.005,1.5,fixed,18,False,20_24,-7.738769891671632,922.6123010832837,118,0.3224043715846995,38.983050847457626,0.7821642498286309,-11.116851509059176,6.0406393570204155,-4.934126518606319,-0.6558279569213209,7,570,False
50/200,8,8,50,0.002,0.005,2.5,be_1_no_lock,25,False,20_24,-5.536962770935577,944.6303722906442,95,0.25956284153005466,20.0,0.7817234452354821,-9.798981523983914,10.436720416219195,-3.337727837072641,-0.582838186414274,7,498,False
50/200,8,8,50,0.002,0.005,1.5,be_1_2,18,False,20_24,-7.254619652467306,927.4538034753269,119,0.3251366120218579,36.134453781512605,0.7813604899047051,-10.911923065268326,6.029329158529787,-4.365886188703346,-0.6096319035686846,6,570,False
50/200,8,8,50,0.002,0.005,1.5,partial_1r,18,True,20_24,-6.235075529254561,937.6492447074544,151,0.412568306010929,53.64238410596026,0.780597871268574,-10.993173672091164,2.738692203664101,-4.059783196990545,-0.41291890922215885,6,522,False
50/200,8,8,50,0.002,0.005,2.5,partial_1r,20,True,20_24,-5.6109050783996395,943.8909492160036,141,0.38524590163934425,46.09929078014184,0.7793781950344734,-10.672423029231206,3.049435015794605,-3.346346405403247,-0.3979365303829606,6,505,False
50/200,8,8,50,0.002,0.005,2.5,partial_1r,18,False,20_24,-6.225625164884298,937.743748351157,161,0.43989071038251365,45.962732919254655,0.7757414930239872,-10.808220486958337,2.9101766007269365,-3.190911725317662,-0.3866847928499585,6,570,False
50/200,8,8,50,0.002,0.005,1.5,partial_1r,20,True,20_24,-6.316406040396156,936.8359395960384,144,0.39344262295081966,53.47222222222222,0.7713307184978524,-11.07037706900317,2.7670188355195577,-4.122753891626388,-0.4386393083608478,6,505,False
50/200,8,8,50,0.002,0.005,1.5,fixed,20,False,20_24,-7.89563078376774,921.0436921623226,114,0.3114754098360656,38.59649122807017,0.7708983638508297,-11.267969047251867,6.038138748339048,-4.923348753779934,-0.6925991915585732,7,553,False
50/200,8,8,50,0.002,0.005,2.5,be_1_2,20,False,20_24,-6.78783020876831,932.1216979123169,106,0.2896174863387978,20.754716981132077,0.7699654054231316,-11.263284886315764,10.327289424072037,-3.5128413025865215,-0.6403613404498395,7,553,False
50/200,8,8,50,0.002,0.005,2.0,fixed,18,True,20_24,-7.7322943892950775,922.6770561070492,99,0.27049180327868855,31.313131313131315,0.7674846095387665,-11.98185258748778,8.23312401570772,-4.890438064410146,-0.7810398373025319,8,522,False
50/200,8,8,50,0.002,0.005,2.5,be_1_2,20,False,00_03,-4.676825366669402,953.231746333306,69,0.1885245901639344,21.73913043478261,0.7651459783558604,-7.602823449907831,10.157952858625858,-3.6877323434459695,-0.6778007777781808,9,341,False
50/200,8,8,50,0.002,0.005,1.5,partial_1r,18,False,20_24,-7.353264354323278,926.4673564567672,167,0.4562841530054645,53.89221556886228,0.7645545242346511,-11.612683457693507,2.6531132157108064,-4.05601081762605,-0.440315230797804,6,570,False
50/200,8,8,50,0.002,0.005,2.5,partial_1r,20,False,20_24,-6.467879012848914,935.3212098715109,155,0.42349726775956287,45.806451612903224,0.7641930849063251,-11.038635798516934,2.9522294314435173,-3.2653223781068923,-0.41728251695799484,6,553,False
50/200,8,8,50,0.002,0.005,2.5,be_1_no_lock,20,True,20_24,-6.186103050136911,938.1389694986309,96,0.26229508196721313,19.791666666666664,0.7629204813153225,-11.539148945822031,10.47728569957536,-3.3886942700428704,-0.6443857343892624,7,505,False
50/200,8,8,50,0.002,0.005,2.5,fixed,25,True,00_03,-4.769966643346118,952.3003335665388,56,0.15300546448087432,26.785714285714285,0.762542930954344,-6.772761378327798,10.211823016794847,-4.899439309399609,-0.8517797577403796,8,299,False
50/200,8,8,50,0.002,0.005,2.5,fixed,18,False,00_03,-6.318210911595214,936.8178908840479,75,0.20491803278688525,26.666666666666668,0.7620901582692172,-7.968013754402609,10.11947702240204,-4.828575446618061,-0.8424281215460341,9,371,False
50/200,8,8,50,0.002,0.005,2.0,fixed,18,False,00_03,-6.069731250492976,939.3026874950702,76,0.20765027322404372,31.57894736842105,0.7609782940531501,-7.180217451536251,8.051803137264619,-4.883472842293861,-0.7986488487490776,10,371,False
50/200,8,8,50,0.002,0.005,2.0,be_1_no_lock,18,False,20_24,-7.003607646329249,929.9639235367075,111,0.30327868852459017,24.324324324324326,0.7586648274190423,-10.752787462324944,8.154312910146338,-3.4547919647290968,-0.6309556438134505,7,570,False
50/200,8,8,50,0.002,0.005,2.5,be_1_no_lock,18,True,20_24,-6.351407997518299,936.485920024817,99,0.27049180327868855,19.19191919191919,0.7580347878112367,-11.695021548967773,10.472554189765445,-3.2811576197590755,-0.6415563633856826,7,522,False
50/200,8,8,50,0.002,0.005,2.0,partial_1r,25,True,20_24,-5.6941112918164665,943.0588870818353,128,0.34972677595628415,48.4375,0.7574136532854979,-9.11314772328698,2.8674842229008353,-3.5564414354244915,-0.44485244467316143,7,457,False
50/200,8,8,50,0.002,0.005,2.0,fixed,20,False,00_03,-5.690782939164535,943.0921706083546,70,0.1912568306010929,31.428571428571427,0.7573286344904538,-6.805749238862284,8.072632533770316,-4.885536356970667,-0.8129689913092152,10,341,False
50/200,8,8,50,0.002,0.005,1.5,partial_1r,20,False,20_24,-7.433624962601858,925.6637503739814,160,0.4371584699453552,53.75,0.7557538315700202,-11.689349499642526,2.674575077578447,-4.11283386888872,-0.46460156016261783,6,553,False
50/200,8,8,50,0.002,0.005,2.0,fixed,18,False,20_24,-8.931308662158495,910.686913378415,109,0.2978142076502732,31.19266055045872,0.7549520110008565,-12.68908950920213,8.092903932943896,-4.859624271222369,-0.8193861157943599,8,570,False
50/200,8,8,50,0.002,0.005,2.0,partial_1r,25,False,20_24,-6.3525967708779145,936.4740322912209,143,0.3907103825136612,48.95104895104895,0.7549253419238057,-9.294231131494332,2.795495827973993,-3.550831173519983,-0.4442375364250296,6,498,False
50/200,8,8,50,0.002,0.005,2.5,be_1_2,18,False,20_24,-7.374007709101726,926.2599229089827,109,0.2978142076502732,20.18348623853211,0.7547388869873193,-11.821317876746521,10.314518015365499,-3.4558560164259577,-0.6765144687249298,7,570,False
50/200,8,8,50,0.002,0.005,2.5,fixed,25,False,20_24,-8.035848989436943,919.6415101056306,91,0.24863387978142076,26.373626373626376,0.7537040069082639,-13.331505270971695,10.246227696432241,-4.869670964309609,-0.8830603285095607,7,498,False
50/200,8,8,50,0.002,0.005,2.0,be_1_no_lock,18,True,20_24,-6.544184946976077,934.5581505302392,101,0.27595628415300544,23.762376237623762,0.7526473134153822,-10.760327105885773,8.29696402136778,-3.4359608569167266,-0.6479391036610022,7,522,False
50/200,8,8,50,0.002,0.005,2.5,fixed,18,True,00_03,-6.250660291671591,937.4933970832841,69,0.1885245901639344,26.08695652173913,0.7470479412936263,-7.761119973319828,10.255660755330632,-4.845264637503282,-0.9058927958944346,9,343,False
50/200,8,8,50,0.002,0.005,1.5,be_1_no_lock,25,True,20_24,-6.2934210226188725,937.0657897738113,92,0.25136612021857924,31.521739130434785,0.7406137376754524,-9.7522054264286,6.196316330759253,-3.8512283145747035,-0.6840675024585647,5,457,False
50/200,8,8,50,0.002,0.005,2.5,fixed,18,False,20_24,-9.670713756434372,903.2928624356563,104,0.28415300546448086,25.961538461538463,0.7405611638194548,-15.672842431165357,10.223996929888138,-4.840974735991212,-0.9298763227340732,7,570,False
50/200,8,8,50,0.002,0.005,2.5,be_1_2,18,False,00_03,-5.663608491198249,943.3639150880175,75,0.20491803278688525,21.333333333333336,0.7398366148263567,-8.129600055009627,10.066138176576242,-3.6897338260542845,-0.7551477988264389,10,371,False
50/200,8,8,50,0.002,0.005,1.5,be_1_no_lock,25,False,20_24,-7.214983392239538,927.8501660776046,103,0.2814207650273224,32.038834951456316,0.7348900953833056,-10.190705724208032,6.06063091133788,-3.88786648566493,-0.7004838244892725,6,498,False
50/200,8,8,50,0.002,0.005,2.5,fixed,25,False,00_03,-5.8183528565874445,941.8164714341256,61,0.16666666666666666,26.229508196721312,0.7345590936743485,-7.799098850073424,10.063266199655228,-4.8710175057857406,-0.9538283371454863,9,317,False
50/200,8,8,50,0.002,0.005,2.0,be_1_no_lock,20,False,20_24,-7.653652010339533,923.4634798966047,108,0.29508196721311475,24.074074074074073,0.734475886026051,-11.37662507629507,8.142709435916116,-3.5152068955757927,-0.708671482438852,7,553,False
50/200,8,8,50,0.002,0.005,2.5,be_1_no_lock,20,False,20_24,-7.50638846532994,924.9361153467006,105,0.28688524590163933,19.047619047619047,0.7340024229099864,-12.345827662605435,10.356687044166724,-3.319972065136872,-0.7148941395552345,7,553,False
50/200,8,8,50,0.002,0.005,2.5,fixed,20,False,20_24,-9.668025081012683,903.3197491898732,101,0.27595628415300544,25.742574257425744,0.7334817587153081,-15.670332410712792,10.233561392881114,-4.836704627000488,-0.9572302060408676,7,553,False
50/200,8,8,50,0.002,0.005,2.0,fixed,20,True,20_24,-8.744988242902151,912.5501175709785,96,0.26229508196721313,30.208333333333332,0.7317755584033573,-12.947904970610988,8.226986449504727,-4.866156559174005,-0.9109362753023049,8,505,False
50/200,8,8,50,0.002,0.005,2.5,be_1_no_lock,18,False,20_24,-7.66936700139928,923.3063299860072,108,0.29508196721311475,18.51851851851852,0.7297030913960294,-12.500278856054207,10.352247161974297,-3.2243024233349873,-0.7101265742036383,7,570,False
