ema,lorentzian_k,lorentzian_horizon,andean_length,min_atr_pct,risk,rr,exit_mode,m15_adx_min,require_m15_adx_rising,require_ema50_slope,use_h1_bias,session,min_hold_minutes,partial_pct,trail_type,regime,use_atr_expansion,atr_ma_period,atr_expansion_ratio_min,use_bb_width,bb_length,use_donchian,donchian_n,chop_max,high_vol_day_only,profit_pct,final_balance,total_trades,trades_per_day,winrate,profit_factor,max_drawdown_pct,avg_win,avg_loss,expectancy,negative_months,label,start,end,signal_candidates
50/200,8,8,50,0.002,0.005,2.0,fixed,20,True,False,False,all,0,0.5,prev_candle,donchian_20,False,50,1.0,False,20,True,20,0.0,False,9.502233151552582,1095.0223315155258,79,0.30859375,45.56962025316456,1.4178259135141258,-3.0816861294043347,8.956755514923591,-5.288857372598215,1.202814322981342,3,in_sample_70pct,2025-04-27 10:30:00,2026-01-07 22:25:00,162
50/200,8,8,50,0.002,0.005,2.0,fixed,20,True,False,False,all,0,0.5,prev_candle,donchian_20,False,50,1.0,False,20,True,20,0.0,False,3.9130652726374593,1039.1306527263746,42,0.3783783783783784,42.857142857142854,1.315797625026203,-3.3857605592487205,9.057843772717918,-5.162938965939504,0.9316822077708199,1,out_of_sample_30pct,2026-01-07 22:30:00,2026-04-27 10:25:00,91
