ema,lorentzian_k,lorentzian_horizon,andean_length,min_atr_pct,risk,rr,exit_mode,m15_adx_min,require_m15_adx_rising,require_ema50_slope,use_h1_bias,session,min_hold_minutes,partial_pct,trail_type,regime,use_atr_expansion,atr_ma_period,atr_expansion_ratio_min,use_bb_width,bb_length,use_donchian,donchian_n,chop_max,high_vol_day_only,profit_pct,final_balance,total_trades,trades_per_day,winrate,profit_factor,max_drawdown_pct,avg_win,avg_loss,expectancy,negative_months,signal_candidates,passes_robust_filter
50/200,8,8,50,0.002,0.005,1.5,be_1_2,20,True,False,False,14_20,0,0.5,prev_candle,atr_expansion_50_1.1_high_vol,True,50,1.1,False,20,False,20,0.0,True,18.01682286269438,1180.1682286269438,17,0.04644808743169399,5.88235294117647,5.647911726178042,-3.8763263857228143,218.93149248417183,-2.422703991076754,10.598131095702575,5,391,False
50/200,8,8,50,0.002,0.005,2.0,be_1_2,20,True,False,False,14_20,0,0.5,prev_candle,atr_expansion_50_1.1_high_vol,True,50,1.1,False,20,False,20,0.0,True,18.01682286269438,1180.1682286269438,17,0.04644808743169399,5.88235294117647,5.647911726178042,-3.8763263857228143,218.93149248417183,-2.422703991076754,10.598131095702575,5,391,False
50/200,8,8,50,0.002,0.005,1.5,be_1_2,20,True,False,False,14_20,0,0.5,prev_candle,bb20_plus_chop50,False,50,1.0,True,20,False,20,50.0,False,17.683871184916484,1176.8387118491648,14,0.03825136612021858,7.142857142857142,5.263729319800289,-4.147512625342927,218.3138381025942,-3.1903943271868647,12.63133656065464,4,353,False
50/200,8,8,50,0.002,0.005,2.0,be_1_2,20,True,False,False,14_20,0,0.5,prev_candle,bb20_plus_chop50,False,50,1.0,True,20,False,20,50.0,False,17.683871184916484,1176.8387118491648,14,0.03825136612021858,7.142857142857142,5.263729319800289,-4.147512625342927,218.3138381025942,-3.1903943271868647,12.63133656065464,4,353,False
50/200,8,8,50,0.002,0.005,1.5,be_1_2,20,True,False,False,14_20,0,0.5,prev_candle,atr_50_1.1_plus_bb20_high_vol,True,50,1.1,True,20,False,20,0.0,True,17.61885069187506,1176.1885069187506,16,0.04371584699453552,6.25,5.194493818031877,-4.200471250221574,218.19321942096622,-2.800314166814386,11.011781682421901,5,195,False
50/200,8,8,50,0.002,0.005,2.0,be_1_2,20,True,False,False,14_20,0,0.5,prev_candle,atr_50_1.1_plus_bb20_high_vol,True,50,1.1,True,20,False,20,0.0,True,17.61885069187506,1176.1885069187506,16,0.04371584699453552,6.25,5.194493818031877,-4.200471250221574,218.19321942096622,-2.800314166814386,11.011781682421901,5,195,False
50/200,8,8,50,0.002,0.005,1.5,be_1_2,20,True,False,False,14_20,0,0.5,prev_candle,chop_lt_50,False,50,1.0,False,20,False,20,50.0,False,17.55512945463056,1175.5512945463056,16,0.04371584699453552,6.25,5.128314956965841,-4.252371642577623,218.0750109720817,-2.834914428385075,10.9719559091441,5,640,False
50/200,8,8,50,0.002,0.005,2.0,be_1_2,20,True,False,False,14_20,0,0.5,prev_candle,chop_lt_50,False,50,1.0,False,20,False,20,50.0,False,17.55512945463056,1175.5512945463056,16,0.04371584699453552,6.25,5.128314956965841,-4.252371642577623,218.0750109720817,-2.834914428385075,10.9719559091441,5,640,False
50/200,8,8,50,0.002,0.005,1.5,be_1_2,20,True,False,False,14_20,0,0.5,prev_candle,atr_expansion_50_1.1,True,50,1.1,False,20,False,20,0.0,False,17.551201612904404,1175.512016129044,16,0.04371584699453552,6.25,5.1242884425241595,-4.25557083542941,218.06772448333808,-2.837047223619607,10.969501008065249,5,664,False
50/200,8,8,50,0.002,0.005,2.0,be_1_2,20,True,False,False,14_20,0,0.5,prev_candle,atr_expansion_50_1.1,True,50,1.1,False,20,False,20,0.0,False,17.551201612904404,1175.512016129044,16,0.04371584699453552,6.25,5.1242884425241595,-4.25557083542941,218.06772448333808,-2.837047223619607,10.969501008065249,5,664,False
50/200,8,8,50,0.002,0.005,1.5,be_1_2,20,True,False,False,14_20,0,0.5,prev_candle,atr_expansion_100_1.3,True,100,1.3,False,20,False,20,0.0,False,17.551201612904404,1175.512016129044,16,0.04371584699453552,6.25,5.1242884425241595,-4.25557083542941,218.06772448333808,-2.837047223619607,10.969501008065249,5,756,False
50/200,8,8,50,0.002,0.005,2.0,be_1_2,20,True,False,False,14_20,0,0.5,prev_candle,atr_expansion_100_1.3,True,100,1.3,False,20,False,20,0.0,False,17.551201612904404,1175.512016129044,16,0.04371584699453552,6.25,5.1242884425241595,-4.25557083542941,218.06772448333808,-2.837047223619607,10.969501008065249,5,756,False
50/200,8,8,50,0.002,0.005,1.5,be_1_2,20,True,False,False,14_20,0,0.5,prev_candle,atr_bb_donchian_high_vol,True,50,1.1,True,20,True,20,0.0,True,9.081131516841447,1090.8113151684145,11,0.030054644808743168,9.090909090909092,5.057887456247607,-2.237896347484946,113.19027864326387,-2.2378963474849347,8.255574106219502,3,56,False
50/200,8,8,50,0.002,0.005,2.0,be_1_2,20,True,False,False,14_20,0,0.5,prev_candle,atr_bb_donchian_high_vol,True,50,1.1,True,20,True,20,0.0,True,9.081131516841447,1090.8113151684145,11,0.030054644808743168,9.090909090909092,5.057887456247607,-2.237896347484946,113.19027864326387,-2.2378963474849347,8.255574106219502,3,56,False
50/200,8,8,50,0.002,0.005,1.5,be_1_2,20,True,False,False,14_20,0,0.5,prev_candle,atr_expansion_100_1.3_high_vol,True,100,1.3,False,20,False,20,0.0,True,17.42673874838092,1174.2673874838092,18,0.04918032786885246,5.555555555555555,4.999761239388001,-4.3569447537941866,217.83683502175103,-2.5629086787024664,9.681521526878283,5,433,False
50/200,8,8,50,0.002,0.005,2.0,be_1_2,20,True,False,False,14_20,0,0.5,prev_candle,atr_expansion_100_1.3_high_vol,True,100,1.3,False,20,False,20,0.0,True,17.42673874838092,1174.2673874838092,18,0.04918032786885246,5.555555555555555,4.999761239388001,-4.3569447537941866,217.83683502175103,-2.5629086787024664,9.681521526878283,5,433,False
50/200,8,8,50,0.002,0.005,1.5,be_1_2,20,True,False,False,14_20,0,0.5,prev_candle,bb_width_20,False,50,1.0,True,20,False,20,0.0,False,17.09153934636547,1170.9153934636547,15,0.040983606557377046,6.666666666666667,4.691507681252196,-4.629961745215144,217.21501091580623,-3.307115532296524,11.39435956424366,5,444,False
50/200,8,8,50,0.002,0.005,2.0,be_1_2,20,True,False,False,14_20,0,0.5,prev_candle,bb_width_20,False,50,1.0,True,20,False,20,0.0,False,17.09153934636547,1170.9153934636547,15,0.040983606557377046,6.666666666666667,4.691507681252196,-4.629961745215144,217.21501091580623,-3.307115532296524,11.39435956424366,5,444,False
50/200,8,8,50,0.002,0.005,1.5,be_1_2,20,True,False,False,14_20,0,0.5,prev_candle,chop_lt_55,False,50,1.0,False,20,False,20,55.0,False,16.967353807357405,1169.673538073574,17,0.04644808743169399,5.88235294117647,4.586336944331914,-4.7311097843647305,216.9846359172213,-2.956943615227953,9.980796357269062,5,809,False
50/200,8,8,50,0.002,0.005,2.0,be_1_2,20,True,False,False,14_20,0,0.5,prev_candle,chop_lt_55,False,50,1.0,False,20,False,20,55.0,False,16.967353807357405,1169.673538073574,17,0.04644808743169399,5.88235294117647,4.586336944331914,-4.7311097843647305,216.9846359172213,-2.956943615227953,9.980796357269062,5,809,False
50/200,8,8,50,0.002,0.005,1.5,be_1_2,20,True,False,False,14_20,0,0.5,prev_candle,bb_width_50,False,50,1.0,True,50,False,20,0.0,False,16.963445604839876,1169.6344560483988,17,0.04644808743169399,5.88235294117647,4.5831000894990845,-4.7342929812522705,216.97738586092137,-2.958933113282665,9.97849741461169,5,711,False
50/200,8,8,50,0.002,0.005,2.0,be_1_2,20,True,False,False,14_20,0,0.5,prev_candle,bb_width_50,False,50,1.0,True,50,False,20,0.0,False,16.963445604839876,1169.6344560483988,17,0.04644808743169399,5.88235294117647,4.5831000894990845,-4.7342929812522705,216.97738586092137,-2.958933113282665,9.97849741461169,5,711,False
50/200,8,8,50,0.002,0.005,1.5,be_1_2,20,True,False,False,14_20,0,0.5,prev_candle,atr_expansion_100_1.1,True,100,1.1,False,20,False,20,0.0,False,16.9634456048399,1169.634456048399,17,0.04644808743169399,5.88235294117647,4.583100089499084,-4.734292981252247,216.9773858609214,-2.9589331132826655,9.978497414611692,5,857,False
50/200,8,8,50,0.002,0.005,2.0,be_1_2,20,True,False,False,14_20,0,0.5,prev_candle,atr_expansion_100_1.1,True,100,1.1,False,20,False,20,0.0,False,16.9634456048399,1169.634456048399,17,0.04644808743169399,5.88235294117647,4.583100089499084,-4.734292981252247,216.9773858609214,-2.9589331132826655,9.978497414611692,5,857,False
50/200,8,8,50,0.002,0.005,1.5,be_1_2,20,True,False,False,14_20,0,0.5,prev_candle,atr_expansion_100_1.2,True,100,1.2,False,20,False,20,0.0,False,16.9634456048399,1169.634456048399,17,0.04644808743169399,5.88235294117647,4.583100089499084,-4.734292981252247,216.9773858609214,-2.9589331132826655,9.978497414611692,5,814,False
