time,open,high,low,close,volume
2026-04-19 14:15:00,75794.34,75911.59,75764.42,75850.0,40.60974
2026-04-19 14:20:00,75849.99,75908.11,75809.86,75889.78,23.96618
2026-04-19 14:25:00,75889.78,76028.57,75889.78,75960.01,27.44311
2026-04-19 14:30:00,75960.01,75989.94,75792.76,75850.0,41.94308
2026-04-19 14:35:00,75850.0,75927.16,75821.64,75927.15,109.00456
2026-04-19 14:40:00,75927.15,75992.86,75927.15,75974.87,20.59319
2026-04-19 14:45:00,75974.87,76147.01,75946.0,76096.0,77.85912
2026-04-19 14:50:00,76096.01,76135.06,75975.33,75975.34,63.52961
2026-04-19 14:55:00,75975.34,76040.91,75964.77,76024.01,63.6635
2026-04-19 15:00:00,76024.02,76030.0,75871.89,76014.46,46.21365
2026-04-19 15:05:00,76014.47,76014.47,75890.47,75939.64,48.64682
2026-04-19 15:10:00,75939.65,76041.13,75939.64,76011.31,53.93462
2026-04-19 15:15:00,76011.32,76155.3,76002.03,76073.89,69.48925
2026-04-19 15:20:00,76073.9,76095.39,75894.52,75986.37,85.48645
2026-04-19 15:25:00,75986.37,75993.66,75932.92,75963.13,37.51598
2026-04-19 15:30:00,75963.14,75992.7,75707.68,75725.07,118.23616
2026-04-19 15:35:00,75725.08,75753.81,75401.44,75647.52,246.09298
2026-04-19 15:40:00,75647.51,75743.58,75605.78,75724.88,107.54877
2026-04-19 15:45:00,75724.88,75848.0,75693.04,75847.99,122.72857
2026-04-19 15:50:00,75848.0,75880.26,75717.32,75848.35,111.98475
2026-04-19 15:55:00,75848.35,75872.0,75790.0,75846.63,49.88831
2026-04-19 16:00:00,75846.63,75853.26,75702.45,75853.24,42.64757
2026-04-19 16:05:00,75851.8,75851.8,75678.1,75695.61,22.21456
2026-04-19 16:10:00,75695.61,75736.59,75622.0,75667.98,45.68075
2026-04-19 16:15:00,75667.98,75762.3,75600.0,75607.2,28.02567
2026-04-19 16:20:00,75607.2,75646.04,75550.53,75618.77,19.79777
2026-04-19 16:25:00,75618.76,75720.0,75555.0,75569.99,19.88636
2026-04-19 16:30:00,75569.99,75702.04,75518.73,75673.68,26.10414
2026-04-19 16:35:00,75673.68,75691.89,75614.67,75628.47,30.38287
2026-04-19 16:40:00,75628.48,75639.99,75503.82,75563.51,25.93138
2026-04-19 16:45:00,75563.51,75634.7,75542.36,75610.55,21.85977
2026-04-19 16:50:00,75610.55,75630.47,75369.18,75409.35,47.95457
2026-04-19 16:55:00,75409.34,75485.54,75311.11,75382.86,73.23376
2026-04-19 17:00:00,75382.87,75382.87,75157.89,75160.01,104.89267
2026-04-19 17:05:00,75160.01,75238.11,75012.49,75135.32,156.08244
2026-04-19 17:10:00,75135.33,75264.01,75105.08,75264.0,42.43835
2026-04-19 17:15:00,75264.0,75311.7,75216.83,75293.0,32.64807
2026-04-19 17:20:00,75293.0,75381.76,75193.52,75201.34,32.0712
2026-04-19 17:25:00,75201.33,75281.39,75161.86,75271.22,34.00891
2026-04-19 17:30:00,75271.22,75363.41,75129.88,75145.94,33.96038
2026-04-19 17:35:00,75145.93,75207.5,75084.53,75207.49,29.45049
2026-04-19 17:40:00,75207.5,75221.99,75131.64,75189.15,13.72452
2026-04-19 17:45:00,75189.14,75222.0,75050.0,75050.0,35.22788
2026-04-19 17:50:00,75050.01,75050.01,74638.31,74806.47,236.7241
2026-04-19 17:55:00,74806.46,74869.48,74760.87,74791.26,44.45247
2026-04-19 18:00:00,74791.27,74890.57,74675.77,74703.03,73.25419
2026-04-19 18:05:00,74703.04,74877.14,74697.23,74877.13,48.00712
2026-04-19 18:10:00,74877.14,74908.62,74800.0,74835.52,64.13898
2026-04-19 18:15:00,74835.52,74853.86,74775.25,74775.25,26.22095
2026-04-19 18:20:00,74775.25,74819.01,74655.7,74655.71,45.85189
2026-04-19 18:25:00,74655.7,74872.56,74608.0,74810.67,76.59579
2026-04-19 18:30:00,74810.68,74820.79,74700.0,74713.54,32.91261
2026-04-19 18:35:00,74713.55,74780.0,74686.39,74757.11,47.55513
2026-04-19 18:40:00,74757.1,74772.06,74650.51,74699.99,47.23713
2026-04-19 18:45:00,74700.0,74712.45,74612.85,74712.45,28.96425
2026-04-19 18:50:00,74712.46,74794.01,74700.6,74728.8,27.33924
2026-04-19 18:55:00,74728.8,74789.78,74728.79,74770.11,13.08553
2026-04-19 19:00:00,74770.11,74922.78,74770.11,74869.97,49.59222
2026-04-19 19:05:00,74869.97,74979.21,74869.96,74938.22,47.90099
2026-04-19 19:10:00,74938.23,74982.55,74911.29,74950.82,15.0761
2026-04-19 19:15:00,74950.81,75022.72,74933.2,75020.97,23.81154
2026-04-19 19:20:00,75020.97,75033.26,74844.22,74867.96,25.85309
2026-04-19 19:25:00,74867.96,74970.87,74845.2,74950.78,25.64081
2026-04-19 19:30:00,74950.78,75071.61,74942.6,74960.91,25.03691
2026-04-19 19:35:00,74960.91,74995.21,74936.62,74976.32,13.73775
2026-04-19 19:40:00,74976.33,75033.03,74961.09,74967.23,26.76007
2026-04-19 19:45:00,74967.22,75023.98,74967.22,74986.31,24.23589
2026-04-19 19:50:00,74986.32,75000.01,74940.03,74940.03,14.91709
2026-04-19 19:55:00,74940.03,74980.0,74892.6,74965.47,14.27028
2026-04-19 20:00:00,74965.46,74965.47,74720.0,74735.9,29.8155
2026-04-19 20:05:00,74735.9,74817.95,74700.0,74817.95,28.68699
2026-04-19 20:10:00,74817.94,74840.0,74720.01,74799.87,45.14887
2026-04-19 20:15:00,74799.88,74800.0,74650.0,74680.0,23.25649
2026-04-19 20:20:00,74680.0,74707.47,74640.0,74680.42,17.22795
2026-04-19 20:25:00,74680.42,74770.0,74680.41,74755.01,13.96836
2026-04-19 20:30:00,74755.01,74863.94,74734.75,74863.24,13.40345
2026-04-19 20:35:00,74863.24,74867.33,74782.72,74782.72,25.9908
2026-04-19 20:40:00,74782.73,74782.73,74459.62,74537.0,109.44369
2026-04-19 20:45:00,74537.0,74593.08,74427.53,74514.0,78.33959
2026-04-19 20:50:00,74514.0,74717.07,74489.05,74698.62,55.16122
2026-04-19 20:55:00,74698.62,74706.86,74630.0,74630.0,12.26832
2026-04-19 21:00:00,74630.01,74695.71,74610.0,74679.17,28.8105
2026-04-19 21:05:00,74679.18,74740.0,74679.17,74711.01,20.9007
2026-04-19 21:10:00,74711.0,74711.01,74572.5,74687.8,30.70682
2026-04-19 21:15:00,74687.81,74699.72,74582.69,74636.69,26.54068
2026-04-19 21:20:00,74636.69,74710.0,74636.68,74697.44,13.85407
2026-04-19 21:25:00,74697.44,74766.27,74683.41,74746.1,28.35463
2026-04-19 21:30:00,74746.11,74796.52,74730.0,74740.73,14.14875
2026-04-19 21:35:00,74740.72,74810.0,74740.72,74774.16,11.60356
2026-04-19 21:40:00,74774.16,74790.32,74743.2,74743.21,11.32275
2026-04-19 21:45:00,74743.21,74796.42,74603.23,74622.49,57.00521
2026-04-19 21:50:00,74622.49,74650.67,74374.74,74405.61,90.38015
2026-04-19 21:55:00,74405.6,74483.04,74368.6,74425.15,49.92099
2026-04-19 22:00:00,74425.16,74425.16,73819.33,73886.32,505.95422
2026-04-19 22:05:00,73886.31,74193.74,73818.61,74185.75,111.55174
2026-04-19 22:10:00,74185.74,74185.74,73984.91,74021.14,72.19724
2026-04-19 22:15:00,74021.14,74070.0,73850.0,74044.36,56.61563
2026-04-19 22:20:00,74044.35,74044.35,73762.9,73942.62,119.83586
2026-04-19 22:25:00,73942.62,74025.87,73818.64,73943.57,42.0963
2026-04-19 22:30:00,73943.57,74121.01,73920.0,74043.63,49.36586
2026-04-19 22:35:00,74043.63,74181.81,74034.38,74107.3,69.13509
2026-04-19 22:40:00,74107.3,74170.0,74098.36,74140.59,19.63807
2026-04-19 22:45:00,74140.59,74165.91,74028.88,74048.36,39.25039
2026-04-19 22:50:00,74048.36,74180.0,74048.36,74136.92,36.55282
2026-04-19 22:55:00,74136.91,74196.98,74047.33,74047.34,18.19658
2026-04-19 23:00:00,74047.34,74054.22,73822.13,73922.6,99.38742
2026-04-19 23:05:00,73922.59,73970.0,73859.57,73951.8,40.30823
2026-04-19 23:10:00,73951.8,74030.0,73921.58,74026.01,31.59683
2026-04-19 23:15:00,74026.01,74026.01,73790.0,73930.38,57.34423
2026-04-19 23:20:00,73930.39,73947.24,73800.0,73863.61,26.24425
2026-04-19 23:25:00,73863.61,73940.2,73854.0,73882.07,21.52931
2026-04-19 23:30:00,73882.07,73952.31,73814.5,73863.52,32.77412
2026-04-19 23:35:00,73863.52,73955.99,73819.08,73871.03,23.71764
2026-04-19 23:40:00,73871.04,73897.51,73823.69,73888.92,25.19334
2026-04-19 23:45:00,73888.93,73931.03,73839.7,73916.01,13.04852
2026-04-19 23:50:00,73916.01,73977.41,73885.28,73919.04,25.81394
2026-04-19 23:55:00,73919.05,73919.05,73795.0,73801.79,18.6835
2026-04-20 00:00:00,73801.8,74187.79,73724.31,74069.97,131.47242
2026-04-20 00:05:00,74069.97,74115.74,73879.82,74071.14,121.11216
2026-04-20 00:10:00,74071.14,74133.34,74040.42,74044.28,52.4841
2026-04-20 00:15:00,74044.29,74187.23,74044.28,74135.19,67.38851
2026-04-20 00:20:00,74135.18,74248.0,74122.01,74248.0,34.79876
2026-04-20 00:25:00,74248.0,74280.0,74201.57,74228.92,64.14511
2026-04-20 00:30:00,74228.92,74274.25,74188.88,74217.81,68.3586
2026-04-20 00:35:00,74217.81,74229.7,74150.0,74155.88,69.30981
2026-04-20 00:40:00,74155.88,74211.44,74155.87,74184.58,33.92576
2026-04-20 00:45:00,74184.58,74264.29,74171.86,74240.51,39.23076
2026-04-20 00:50:00,74240.52,74360.43,74240.52,74305.96,53.91857
2026-04-20 00:55:00,74305.97,74341.94,74280.0,74280.01,51.78912
2026-04-20 01:00:00,74280.01,74363.5,74260.0,74286.35,168.06377
2026-04-20 01:05:00,74286.35,74354.23,74214.67,74280.04,52.17077
2026-04-20 01:10:00,74280.04,74360.0,74259.91,74360.0,20.9967
2026-04-20 01:15:00,74360.0,74360.0,74275.35,74291.72,34.94701
2026-04-20 01:20:00,74291.72,74291.72,74217.26,74238.18,21.16587
2026-04-20 01:25:00,74238.18,74302.01,74238.18,74298.03,17.70103
2026-04-20 01:30:00,74298.03,74631.84,74298.02,74604.0,219.65126
2026-04-20 01:35:00,74604.0,74657.18,74550.0,74604.91,35.41744
2026-04-20 01:40:00,74604.91,74706.0,74586.0,74681.18,32.18726
2026-04-20 01:45:00,74681.19,74746.93,74673.08,74728.36,34.45513
2026-04-20 01:50:00,74728.35,74728.36,74667.78,74693.2,25.76283
2026-04-20 01:55:00,74693.2,74693.2,74560.0,74595.13,27.09109
2026-04-20 02:00:00,74595.12,74627.99,74498.64,74498.64,41.19278
2026-04-20 02:05:00,74498.64,74558.92,74472.13,74549.94,19.37875
2026-04-20 02:10:00,74549.94,74550.0,74344.72,74393.71,20.82395
2026-04-20 02:15:00,74393.71,74472.0,74304.84,74372.01,61.54399
2026-04-20 02:20:00,74372.0,74451.77,74358.39,74446.08,62.30536
2026-04-20 02:25:00,74446.09,74472.0,74400.0,74451.55,23.70322
2026-04-20 02:30:00,74451.55,74491.1,74402.16,74485.99,64.97163
2026-04-20 02:35:00,74485.98,74513.34,74459.92,74504.0,64.72689
2026-04-20 02:40:00,74504.01,74517.01,74431.32,74517.01,94.90806
2026-04-20 02:45:00,74517.0,74517.01,74433.97,74487.99,74.65351
2026-04-20 02:50:00,74487.99,74499.55,74450.0,74498.0,103.56767
2026-04-20 02:55:00,74498.0,74498.0,74410.0,74410.01,107.91395
2026-04-20 03:00:00,74410.01,74430.44,74359.04,74376.19,14.44006
2026-04-20 03:05:00,74376.2,74411.31,74364.66,74401.87,10.16264
2026-04-20 03:10:00,74401.87,74505.07,74401.52,74495.52,29.66143
2026-04-20 03:15:00,74495.52,74514.0,74394.55,74425.15,24.50396
2026-04-20 03:20:00,74425.15,74593.67,74405.45,74507.61,74.00204
2026-04-20 03:25:00,74507.61,74535.95,74500.54,74505.21,12.51505
2026-04-20 03:30:00,74505.2,74526.4,74457.52,74522.77,18.81733
2026-04-20 03:35:00,74522.77,74527.75,74485.26,74527.74,17.0804
2026-04-20 03:40:00,74527.74,74575.65,74518.65,74575.64,10.66248
2026-04-20 03:45:00,74575.65,74600.0,74558.63,74595.12,22.51023
2026-04-20 03:50:00,74595.12,74636.29,74543.77,74636.29,30.42565
2026-04-20 03:55:00,74636.29,74640.65,74606.99,74634.0,16.42183
2026-04-20 04:00:00,74634.01,74637.43,74556.62,74556.62,36.93471
2026-04-20 04:05:00,74556.62,74569.1,74509.01,74532.82,31.67414
2026-04-20 04:10:00,74532.83,74545.38,74506.78,74506.78,21.01211
2026-04-20 04:15:00,74506.78,74521.88,74466.56,74466.56,60.65894
2026-04-20 04:20:00,74466.57,74485.82,74435.19,74457.53,45.24508
2026-04-20 04:25:00,74457.53,74503.9,74457.52,74500.0,24.7898
2026-04-20 04:30:00,74499.99,74513.12,74468.43,74512.19,17.88087
2026-04-20 04:35:00,74512.2,74512.2,74469.62,74479.99,9.09554
2026-04-20 04:40:00,74479.99,74480.0,74437.31,74465.43,9.55691
2026-04-20 04:45:00,74465.43,74570.92,74465.42,74570.91,12.9442
2026-04-20 04:50:00,74570.91,74610.17,74556.21,74579.6,33.94933
2026-04-20 04:55:00,74579.61,74584.58,74546.53,74567.64,30.02631
2026-04-20 05:00:00,74567.63,74567.63,74443.8,74455.66,33.34474
2026-04-20 05:05:00,74455.67,74455.67,74319.53,74351.48,39.27678
2026-04-20 05:10:00,74351.47,74363.17,74260.03,74355.36,102.59679
2026-04-20 05:15:00,74355.36,74355.36,74217.43,74221.15,39.2878
2026-04-20 05:20:00,74221.15,74221.16,74150.0,74150.0,29.94782
2026-04-20 05:25:00,74150.0,74193.43,74128.47,74139.55,36.54893
2026-04-20 05:30:00,74139.55,74192.55,74109.71,74164.41,60.89647
2026-04-20 05:35:00,74164.42,74221.41,74150.0,74156.94,64.14825
2026-04-20 05:40:00,74156.95,74211.76,74119.85,74119.85,42.83539
2026-04-20 05:45:00,74119.85,74218.63,74095.18,74208.38,39.02983
2026-04-20 05:50:00,74208.39,74297.21,74208.38,74297.2,26.8334
2026-04-20 05:55:00,74297.2,74297.21,74259.91,74264.15,14.99337
2026-04-20 06:00:00,74264.16,74432.16,74263.91,74382.43,38.03863
2026-04-20 06:05:00,74382.44,74401.95,74350.67,74366.63,11.27996
2026-04-20 06:10:00,74366.63,74366.64,74274.8,74297.54,13.1715
2026-04-20 06:15:00,74297.53,74400.91,74250.0,74400.91,20.20144
2026-04-20 06:20:00,74400.91,74401.32,74335.28,74353.2,17.62988
2026-04-20 06:25:00,74353.2,74382.4,74318.0,74344.14,18.50781
2026-04-20 06:30:00,74344.14,74515.29,74344.14,74513.01,62.41071
2026-04-20 06:35:00,74513.0,74574.96,74505.4,74574.96,28.59236
2026-04-20 06:40:00,74574.96,74894.11,74574.96,74781.29,98.90824
2026-04-20 06:45:00,74781.29,74821.62,74720.35,74760.28,37.16098
2026-04-20 06:50:00,74760.28,74760.29,74682.41,74707.23,29.23205
2026-04-20 06:55:00,74707.23,74814.0,74654.81,74786.59,66.16714
2026-04-20 07:00:00,74786.59,74863.94,74750.0,74767.6,38.96689
2026-04-20 07:05:00,74767.6,74776.82,74689.07,74757.4,32.65028
2026-04-20 07:10:00,74757.41,74837.84,74735.49,74802.0,31.53328
2026-04-20 07:15:00,74801.99,74913.04,74722.85,74911.91,38.18391
2026-04-20 07:20:00,74911.9,75572.0,74905.93,75380.21,396.21056
2026-04-20 07:25:00,75380.21,75410.5,75140.05,75211.03,126.21447
2026-04-20 07:30:00,75211.02,75246.77,74992.09,75069.74,120.31621
2026-04-20 07:35:00,75069.74,75069.74,74848.11,74936.0,114.03863
2026-04-20 07:40:00,74936.0,74973.72,74923.38,74947.53,38.7296
2026-04-20 07:45:00,74947.53,75018.68,74856.61,74856.62,51.37284
2026-04-20 07:50:00,74856.62,74856.62,74698.85,74709.3,124.70261
2026-04-20 07:55:00,74709.3,74837.18,74670.86,74837.17,62.82554
2026-04-20 08:00:00,74837.18,74850.0,74664.13,74684.3,48.31545
2026-04-20 08:05:00,74684.3,74749.29,74663.36,74671.41,48.10553
2026-04-20 08:10:00,74671.4,74876.01,74671.4,74833.6,43.86256
2026-04-20 08:15:00,74833.6,74998.83,74824.0,74993.27,42.85475
2026-04-20 08:20:00,74993.26,74993.27,74837.28,74838.98,45.38062
2026-04-20 08:25:00,74838.98,74838.98,74713.97,74817.71,41.20816
2026-04-20 08:30:00,74817.72,74931.35,74775.99,74886.42,49.45354
2026-04-20 08:35:00,74886.41,74893.67,74758.86,74784.18,39.35656
2026-04-20 08:40:00,74784.18,74845.56,74751.0,74835.51,30.59868
2026-04-20 08:45:00,74835.51,74859.73,74710.48,74729.3,68.00386
2026-04-20 08:50:00,74729.31,74744.54,74619.41,74689.53,46.87948
2026-04-20 08:55:00,74689.54,74745.75,74689.53,74728.91,34.50933
2026-04-20 09:00:00,74728.92,74771.6,74706.87,74726.0,32.87919
2026-04-20 09:05:00,74726.0,75033.26,74708.92,74949.99,102.22609
2026-04-20 09:10:00,74950.0,75085.71,74872.41,75032.24,44.22431
2026-04-20 09:15:00,75032.23,75125.94,75015.98,75050.38,51.98843
2026-04-20 09:20:00,75050.38,75143.86,75002.99,75081.0,43.18083
2026-04-20 09:25:00,75080.99,75081.0,75000.0,75027.84,23.25399
2026-04-20 09:30:00,75027.84,75033.78,74976.34,74987.67,25.8901
2026-04-20 09:35:00,74987.68,75161.06,74987.67,75134.12,35.22944
2026-04-20 09:40:00,75134.13,75196.47,75113.38,75159.63,40.66798
2026-04-20 09:45:00,75159.62,75233.0,75088.92,75095.6,46.19531
2026-04-20 09:50:00,75095.6,75110.45,75020.19,75066.33,42.54673
2026-04-20 09:55:00,75066.34,75107.63,75029.46,75062.77,14.28164
2026-04-20 10:00:00,75062.77,75214.51,75062.77,75199.97,33.09494
2026-04-20 10:05:00,75199.97,75300.0,75199.97,75257.54,33.04743
2026-04-20 10:10:00,75257.53,75345.32,75257.53,75342.96,69.95019
2026-04-20 10:15:00,75342.96,75404.63,75320.41,75383.8,24.34579
2026-04-20 10:20:00,75383.79,75383.79,75271.76,75300.0,27.55748
2026-04-20 10:25:00,75299.99,75333.8,75268.32,75303.69,22.71259
2026-04-20 10:30:00,75303.69,75303.69,75176.66,75176.67,25.07741
2026-04-20 10:35:00,75176.67,75193.82,75146.37,75190.95,16.63506
2026-04-20 10:40:00,75190.94,75196.75,75162.69,75174.45,13.52756
2026-04-20 10:45:00,75174.45,75186.09,75110.0,75112.55,16.04469
2026-04-20 10:50:00,75112.55,75147.53,75076.31,75099.4,22.59494
2026-04-20 10:55:00,75099.39,75108.74,75003.63,75027.26,16.73292
2026-04-20 11:00:00,75027.26,75080.2,74957.51,75043.86,30.21786
2026-04-20 11:05:00,75043.86,75185.52,75043.86,75172.13,29.26396
2026-04-20 11:10:00,75172.13,75172.14,75094.47,75171.23,14.27442
2026-04-20 11:15:00,75171.24,75266.46,75171.24,75199.14,29.01544
2026-04-20 11:20:00,75199.14,75199.98,75059.39,75199.98,29.2716
2026-04-20 11:25:00,75199.98,75233.56,75170.48,75170.49,17.38565
2026-04-20 11:30:00,75170.49,75258.34,75083.22,75206.4,29.66509
2026-04-20 11:35:00,75206.41,75287.88,75188.57,75252.72,20.24971
