time,symbol,side,qty,entry_ref,sl,tp,score,type,dry_run,reason
2026-04-28T08:47:53,SOLUSDT,SELL,206.57,84.41,84.55553571428571,84.20042857142857,58,trend,True,aligned trend
2026-04-28T08:48:45,SOLUSDT,SELL,206.57,84.41,84.55553571428571,84.20042857142857,58,trend,True,aligned trend
2026-04-28T08:49:36,SOLUSDT,SELL,206.57,84.41,84.55553571428571,84.20042857142857,58,trend,True,aligned trend
2026-04-28T09:30:48,ETHUSDT,SELL,8.631,2292.21,2295.6930357142855,2285.5225714285716,80,trend,True,aligned trend
2026-04-28T09:30:58,SOLUSDT,SELL,199.23,84.32,84.47089285714284,84.10271428571428,58,trend,True,aligned trend
2026-04-28T09:31:46,ETHUSDT,SELL,8.631,2292.21,2295.6930357142855,2285.5225714285716,80,trend,True,aligned trend
2026-04-28T09:31:56,SOLUSDT,SELL,199.23,84.32,84.47089285714284,84.10271428571428,58,trend,True,aligned trend
2026-04-28T09:32:44,ETHUSDT,SELL,8.631,2292.21,2295.6930357142855,2285.5225714285716,80,trend,True,aligned trend
2026-04-28T09:32:54,SOLUSDT,SELL,199.23,84.32,84.47089285714284,84.10271428571428,58,trend,True,aligned trend
2026-04-28T09:33:42,ETHUSDT,SELL,8.631,2292.21,2295.6930357142855,2285.5225714285716,80,trend,True,aligned trend
2026-04-28T09:33:52,SOLUSDT,SELL,199.23,84.32,84.47089285714284,84.10271428571428,58,trend,True,aligned trend
2026-04-28T09:34:39,ETHUSDT,SELL,8.631,2292.21,2295.6930357142855,2285.5225714285716,80,trend,True,aligned trend
2026-04-28T09:34:49,SOLUSDT,SELL,199.23,84.32,84.47089285714284,84.10271428571428,58,trend,True,aligned trend
2026-04-28T09:35:38,ETHUSDT,SELL,8.593,2291.79,2295.2882142857143,2286.7525714285716,69,trend,True,aligned trend
2026-04-28T09:35:48,SOLUSDT,SELL,168.35,84.24,84.41857142857143,83.89714285714285,80,trend,True,aligned trend
2026-04-28T09:36:35,ETHUSDT,SELL,8.593,2291.79,2295.2882142857143,2286.7525714285716,69,trend,True,aligned trend
2026-04-28T09:36:47,SOLUSDT,SELL,168.35,84.24,84.41857142857143,83.89714285714285,80,trend,True,aligned trend
2026-04-28T09:37:35,ETHUSDT,SELL,8.593,2291.79,2295.2882142857143,2286.7525714285716,69,trend,True,aligned trend
2026-04-28T09:37:45,SOLUSDT,SELL,168.35,84.24,84.41857142857143,83.89714285714285,80,trend,True,aligned trend
2026-04-28T09:38:32,ETHUSDT,SELL,8.593,2291.79,2295.2882142857143,2286.7525714285716,69,trend,True,aligned trend
2026-04-28T09:38:43,SOLUSDT,SELL,168.35,84.24,84.41857142857143,83.89714285714285,80,trend,True,aligned trend
2026-04-28T09:39:32,ETHUSDT,SELL,8.593,2291.79,2295.2882142857143,2286.7525714285716,69,trend,True,aligned trend
2026-04-28T09:39:41,SOLUSDT,SELL,168.35,84.24,84.41857142857143,83.89714285714285,80,trend,True,aligned trend
2026-04-28T09:40:33,SOLUSDT,SELL,158.07,83.99,84.18017857142857,83.62485714285714,80,trend,True,aligned trend
2026-04-28T09:41:25,SOLUSDT,SELL,158.07,83.99,84.18017857142857,83.62485714285714,80,trend,True,aligned trend
2026-04-28T09:42:18,SOLUSDT,SELL,158.07,83.99,84.18017857142857,83.62485714285714,80,trend,True,aligned trend
2026-04-28T09:43:09,SOLUSDT,SELL,158.07,83.99,84.18017857142857,83.62485714285714,80,trend,True,aligned trend
2026-04-28T09:44:01,SOLUSDT,SELL,158.07,83.99,84.18017857142857,83.62485714285714,80,trend,True,aligned trend
2026-04-28T09:44:58,SOLUSDT,SELL,158.07,83.99,84.18017857142857,83.62485714285714,80,trend,True,aligned trend
2026-04-28T09:45:54,SOLUSDT,SELL,165.05,83.92,84.10214285714285,83.57028571428572,87,breakout,True,15m close broke prev20 low 84.15
2026-04-28T09:46:47,SOLUSDT,SELL,165.05,83.92,84.10214285714285,83.57028571428572,87,breakout,True,15m close broke prev20 low 84.15
2026-04-28T09:47:38,SOLUSDT,SELL,165.05,83.92,84.10214285714285,83.57028571428572,87,breakout,True,15m close broke prev20 low 84.15
2026-04-28T09:48:29,SOLUSDT,SELL,165.05,83.92,84.10214285714285,83.57028571428572,87,breakout,True,15m close broke prev20 low 84.15
2026-04-28T09:49:21,SOLUSDT,SELL,165.05,83.92,84.10214285714285,83.57028571428572,87,breakout,True,15m close broke prev20 low 84.15
2026-04-28T09:50:12,SOLUSDT,SELL,165.05,83.92,84.10214285714285,83.57028571428572,87,breakout,True,15m close broke prev20 low 84.15
2026-04-28T09:55:39,SOLUSDT,SELL,176.28,83.97,84.14053571428572,83.72442857142858,58,breakout,True,15m close broke prev20 low 84.15
2026-04-28T09:56:31,SOLUSDT,SELL,176.28,83.97,84.14053571428572,83.72442857142858,58,breakout,True,15m close broke prev20 low 84.15
2026-04-28T09:57:23,SOLUSDT,SELL,176.28,83.97,84.14053571428572,83.72442857142858,58,breakout,True,15m close broke prev20 low 84.15
2026-04-28T09:58:14,SOLUSDT,SELL,176.28,83.97,84.14053571428572,83.72442857142858,58,breakout,True,15m close broke prev20 low 84.15
2026-04-28T09:59:09,SOLUSDT,SELL,176.28,83.97,84.14053571428572,83.72442857142858,58,breakout,True,15m close broke prev20 low 84.15
2026-04-28T10:00:01,SOLUSDT,SELL,176.28,83.97,84.14053571428572,83.72442857142858,58,breakout,True,15m close broke prev20 low 84.15
2026-04-28T10:00:45,BTCUSDT,SELL,0.2527,76809.8,76928.7375,76581.44,76,trend,True,aligned trend
2026-04-28T10:01:37,BTCUSDT,SELL,0.2527,76809.8,76928.7375,76581.44,76,trend,True,aligned trend
2026-04-28T10:02:29,BTCUSDT,SELL,0.2527,76809.8,76928.7375,76581.44,76,trend,True,aligned trend
2026-04-28T10:03:23,BTCUSDT,SELL,0.2527,76809.8,76928.7375,76581.44,76,trend,True,aligned trend
2026-04-28T10:04:16,BTCUSDT,SELL,0.2527,76809.8,76928.7375,76581.44,76,trend,True,aligned trend
2026-04-28T10:05:10,BTCUSDT,SELL,0.2527,76809.8,76928.7375,76581.44,76,trend,True,aligned trend
2026-04-28T10:05:26,SOLUSDT,SELL,165.05,84.04,84.22214285714286,83.69028571428572,80,trend,True,aligned trend
2026-04-28T10:06:11,BTCUSDT,SELL,0.2388,76800.0,76925.875,76618.74,69,trend,True,aligned trend
2026-04-28T10:06:22,ETHUSDT,SELL,7.093,2285.38,2289.6183928571427,2277.242285714286,80,trend,True,aligned trend
2026-04-28T10:06:33,SOLUSDT,SELL,165.05,84.04,84.22214285714286,83.69028571428572,80,trend,True,aligned trend
2026-04-28T10:07:17,BTCUSDT,SELL,0.2388,76800.0,76925.875,76618.74,69,trend,True,aligned trend
2026-04-28T10:07:28,ETHUSDT,SELL,7.093,2285.38,2289.6183928571427,2277.242285714286,80,trend,True,aligned trend
2026-04-28T10:07:39,SOLUSDT,SELL,165.05,84.04,84.22214285714286,83.69028571428572,80,trend,True,aligned trend
2026-04-28T10:08:22,BTCUSDT,SELL,0.2388,76800.0,76925.875,76618.74,69,trend,True,aligned trend
2026-04-28T10:08:34,ETHUSDT,SELL,7.093,2285.38,2289.6183928571427,2277.242285714286,80,trend,True,aligned trend
2026-04-28T10:08:45,SOLUSDT,SELL,165.05,84.04,84.22214285714286,83.69028571428572,80,trend,True,aligned trend
2026-04-28T10:09:28,BTCUSDT,SELL,0.2388,76800.0,76925.875,76618.74,69,trend,True,aligned trend
2026-04-28T10:09:40,ETHUSDT,SELL,7.093,2285.38,2289.6183928571427,2277.242285714286,80,trend,True,aligned trend
