symbol,variant,strategy,month,trades,pnl,wins,losses
XAUUSDm,grid_thai_19_21_rr1.8_body2_wick0.5_closeOff_extOff_none_atrMin50_atrMaxOff,momentum,2025-10,6,121.36786711876988,4,2
XAUUSDm,grid_thai_19_21_rr1.8_body2_wick0.5_closeOff_extOff_none_atrMin50_atrMaxOff,momentum,2025-11,6,-19.508829479858896,1,5
XAUUSDm,grid_thai_19_21_rr1.8_body2_wick0.5_closeOff_extOff_none_atrMin50_atrMaxOff,momentum,2025-12,6,69.59943245993254,3,3
XAUUSDm,grid_thai_19_21_rr1.8_body2_wick0.5_closeOff_extOff_none_atrMin50_atrMaxOff,momentum,2026-01,4,35.38970311175424,2,2
XAUUSDm,grid_thai_19_21_rr1.8_body2_wick0.5_closeOff_extOff_none_atrMin50_atrMaxOff,momentum,2026-02,4,12.906356713975978,2,2
XAUUSDm,grid_thai_19_21_rr1.8_body2_wick0.5_closeOff_extOff_none_atrMin50_atrMaxOff,momentum,2026-03,7,191.69199077519428,6,1
XAUUSDm,grid_thai_19_21_rr1.8_body2_wick0.5_closeOff_extOff_none_atrMin50_atrMaxOff,momentum,2026-04,4,-76.05415260945115,1,3
XAUUSDm,grid_thai_19_21_rr1.8_body2_wick0.5_closeOff_extOff_none_atrMin50_atrMaxOff,momentum,2026-05,1,6.793622296334332,1,0
XAUUSDm,grid_thai_19_21_rr1.5_body2_wick0.5_closeOff_extOff_none_atrMin50_atrMaxOff,momentum,2025-01,9,29.428048244963623,4,5
XAUUSDm,grid_thai_19_21_rr1.5_body2_wick0.5_closeOff_extOff_none_atrMin50_atrMaxOff,momentum,2025-02,6,27.99333071833584,3,3
XAUUSDm,grid_thai_19_21_rr1.5_body2_wick0.5_closeOff_extOff_none_atrMin50_atrMaxOff,momentum,2025-03,4,30.081701945913416,2,2
XAUUSDm,grid_thai_19_21_rr1.5_body2_wick0.5_closeOff_extOff_none_atrMin50_atrMaxOff,momentum,2025-04,7,-20.49361915675816,3,4
XAUUSDm,grid_thai_19_21_rr1.5_body2_wick0.5_closeOff_extOff_none_atrMin50_atrMaxOff,momentum,2025-05,8,11.112540725826523,4,4
XAUUSDm,grid_thai_19_21_rr1.5_body2_wick0.5_closeOff_extOff_none_atrMin50_atrMaxOff,momentum,2025-06,8,-0.3064291509159247,4,4
XAUUSDm,grid_thai_19_21_rr1.5_body2_wick0.5_closeOff_extOff_none_atrMin50_atrMaxOff,momentum,2025-07,10,112.90976627342435,7,3
XAUUSDm,grid_thai_19_21_rr1.5_body2_wick0.5_closeOff_extOff_none_atrMin50_atrMaxOff,momentum,2025-08,11,41.149025289616105,6,5
XAUUSDm,grid_thai_19_21_rr1.5_body2_wick0.5_closeOff_extOff_none_atrMin50_atrMaxOff,momentum,2025-09,4,-43.72262765503017,1,3
XAUUSDm,grid_thai_19_21_rr1.5_body2_wick0.5_closeOff_extOff_none_atrMin50_atrMaxOff,momentum,2025-10,6,136.97239795583658,5,1
XAUUSDm,grid_thai_19_21_rr1.5_body2_wick0.5_closeOff_extOff_none_atrMin50_atrMaxOff,momentum,2025-11,6,-27.01676740866011,1,5
XAUUSDm,grid_thai_19_21_rr1.5_body2_wick0.5_closeOff_extOff_none_atrMin50_atrMaxOff,momentum,2025-12,6,47.11461095828999,3,3
XAUUSDm,grid_thai_19_21_rr1.5_body2_wick0.5_closeOff_extOff_none_atrMin50_atrMaxOff,momentum,2026-01,4,20.39524493187344,2,2
XAUUSDm,grid_thai_19_21_rr1.5_body2_wick0.5_closeOff_extOff_none_atrMin50_atrMaxOff,momentum,2026-02,5,74.67473202273223,3,2
XAUUSDm,grid_thai_19_21_rr1.5_body2_wick0.5_closeOff_extOff_none_atrMin50_atrMaxOff,momentum,2026-03,6,124.8993877441163,5,1
XAUUSDm,grid_thai_19_21_rr1.5_body2_wick0.5_closeOff_extOff_none_atrMin50_atrMaxOff,momentum,2026-04,4,-76.04692613936825,1,3
XAUUSDm,grid_thai_19_21_rr1.5_body2_wick0.5_closeOff_extOff_none_atrMin50_atrMaxOff,momentum,2026-05,1,6.824910688165451,1,0
XAUUSDm,grid_thai_19_21_rr1.5_body2_wick0.4_closeOff_extOff_none_atrMin40_atrMaxOff,momentum,2025-01,9,29.428048244963623,4,5
XAUUSDm,grid_thai_19_21_rr1.5_body2_wick0.4_closeOff_extOff_none_atrMin40_atrMaxOff,momentum,2025-02,7,63.72060748695802,4,3
XAUUSDm,grid_thai_19_21_rr1.5_body2_wick0.4_closeOff_extOff_none_atrMin40_atrMaxOff,momentum,2025-03,4,30.046197035388452,2,2
XAUUSDm,grid_thai_19_21_rr1.5_body2_wick0.4_closeOff_extOff_none_atrMin40_atrMaxOff,momentum,2025-04,7,-20.478444330073575,3,4
XAUUSDm,grid_thai_19_21_rr1.5_body2_wick0.4_closeOff_extOff_none_atrMin40_atrMaxOff,momentum,2025-05,9,-23.659527373524448,3,6
XAUUSDm,grid_thai_19_21_rr1.5_body2_wick0.4_closeOff_extOff_none_atrMin40_atrMaxOff,momentum,2025-06,8,-0.3662191284034577,4,4
XAUUSDm,grid_thai_19_21_rr1.5_body2_wick0.4_closeOff_extOff_none_atrMin40_atrMaxOff,momentum,2025-07,10,112.8730340824385,7,3
XAUUSDm,grid_thai_19_21_rr1.5_body2_wick0.4_closeOff_extOff_none_atrMin40_atrMaxOff,momentum,2025-08,11,41.1912435306145,6,5
XAUUSDm,grid_thai_19_21_rr1.5_body2_wick0.4_closeOff_extOff_none_atrMin40_atrMaxOff,momentum,2025-09,4,-43.732372163408705,1,3
XAUUSDm,grid_thai_19_21_rr1.5_body2_wick0.4_closeOff_extOff_none_atrMin40_atrMaxOff,momentum,2025-10,5,100.74993713017349,4,1
XAUUSDm,grid_thai_19_21_rr1.5_body2_wick0.4_closeOff_extOff_none_atrMin40_atrMaxOff,momentum,2025-11,5,-26.087722379704108,1,4
XAUUSDm,grid_thai_19_21_rr1.5_body2_wick0.4_closeOff_extOff_none_atrMin40_atrMaxOff,momentum,2025-12,4,83.07093764947865,3,1
XAUUSDm,grid_thai_19_21_rr1.5_body2_wick0.4_closeOff_extOff_none_atrMin40_atrMaxOff,momentum,2026-01,4,20.386470603337916,2,2
XAUUSDm,grid_thai_19_21_rr1.5_body2_wick0.4_closeOff_extOff_none_atrMin40_atrMaxOff,momentum,2026-02,6,16.177803917418565,3,3
XAUUSDm,grid_thai_19_21_rr1.5_body2_wick0.4_closeOff_extOff_none_atrMin40_atrMaxOff,momentum,2026-03,6,175.67663131498227,6,0
XAUUSDm,grid_thai_19_21_rr1.5_body2_wick0.4_closeOff_extOff_none_atrMin40_atrMaxOff,momentum,2026-04,4,-76.05415260945115,1,3
XAUUSDm,grid_thai_19_21_rr1.5_body2_wick0.4_closeOff_extOff_none_atrMin40_atrMaxOff,momentum,2026-05,1,6.793622296334332,1,0
XAUUSDm,grid_thai_19_21_rr2_body2_wick0.4_closeOff_extOff_none_atrMin30_atrMaxOff,momentum,2025-01,9,79.43054824496286,4,5
XAUUSDm,grid_thai_19_21_rr2_body2_wick0.4_closeOff_extOff_none_atrMin30_atrMaxOff,momentum,2025-02,7,113.7724278371837,4,3
XAUUSDm,grid_thai_19_21_rr2_body2_wick0.4_closeOff_extOff_none_atrMin30_atrMaxOff,momentum,2025-03,4,-19.958802964611557,1,3
XAUUSDm,grid_thai_19_21_rr2_body2_wick0.4_closeOff_extOff_none_atrMin30_atrMaxOff,momentum,2025-04,7,-145.49094433007323,1,6
XAUUSDm,grid_thai_19_21_rr2_body2_wick0.4_closeOff_extOff_none_atrMin30_atrMaxOff,momentum,2025-05,9,13.790078587455817,3,6
XAUUSDm,grid_thai_19_21_rr2_body2_wick0.4_closeOff_extOff_none_atrMin30_atrMaxOff,momentum,2025-06,8,-18.820413314193765,4,4
XAUUSDm,grid_thai_19_21_rr2_body2_wick0.4_closeOff_extOff_none_atrMin30_atrMaxOff,momentum,2025-07,10,175.37428408243852,7,3
XAUUSDm,grid_thai_19_21_rr2_body2_wick0.4_closeOff_extOff_none_atrMin30_atrMaxOff,momentum,2025-08,10,105.81298197598888,6,4
XAUUSDm,grid_thai_19_21_rr2_body2_wick0.4_closeOff_extOff_none_atrMin30_atrMaxOff,momentum,2025-09,4,-69.85993007985253,1,3
XAUUSDm,grid_thai_19_21_rr2_body2_wick0.4_closeOff_extOff_none_atrMin30_atrMaxOff,momentum,2025-10,5,87.72907350990386,3,2
XAUUSDm,grid_thai_19_21_rr2_body2_wick0.4_closeOff_extOff_none_atrMin30_atrMaxOff,momentum,2025-11,4,-4.566321690822754,1,3
XAUUSDm,grid_thai_19_21_rr2_body2_wick0.4_closeOff_extOff_none_atrMin30_atrMaxOff,momentum,2025-12,5,94.28907854742631,3,2
XAUUSDm,grid_thai_19_21_rr2_body2_wick0.4_closeOff_extOff_none_atrMin30_atrMaxOff,momentum,2026-01,5,18.57474072110065,2,3
XAUUSDm,grid_thai_19_21_rr2_body2_wick0.4_closeOff_extOff_none_atrMin30_atrMaxOff,momentum,2026-02,5,36.39995252283351,2,3
XAUUSDm,grid_thai_19_21_rr2_body2_wick0.4_closeOff_extOff_none_atrMin30_atrMaxOff,momentum,2026-03,7,142.20137672031132,5,2
XAUUSDm,grid_thai_19_21_rr2_body2_wick0.4_closeOff_extOff_none_atrMin30_atrMaxOff,momentum,2026-04,4,-76.05415260945115,1,3
XAUUSDm,grid_thai_19_21_rr2_body2_wick0.4_closeOff_extOff_none_atrMin30_atrMaxOff,momentum,2026-05,1,6.793622296334332,1,0
XAUUSDm,grid_thai_19_21_rr1.8_body2_wick0.4_closeOff_extOff_none_atrMin50_atrMaxOff,momentum,2025-01,9,59.4295482449633,4,5
XAUUSDm,grid_thai_19_21_rr1.8_body2_wick0.4_closeOff_extOff_none_atrMin50_atrMaxOff,momentum,2025-02,6,50.495580718335816,3,3
XAUUSDm,grid_thai_19_21_rr1.8_body2_wick0.4_closeOff_extOff_none_atrMin50_atrMaxOff,momentum,2025-03,4,-24.923798054087243,1,3
XAUUSDm,grid_thai_19_21_rr1.8_body2_wick0.4_closeOff_extOff_none_atrMin50_atrMaxOff,momentum,2025-04,7,-75.49911915675781,2,5
XAUUSDm,grid_thai_19_21_rr1.8_body2_wick0.4_closeOff_extOff_none_atrMin50_atrMaxOff,momentum,2025-05,8,25.495887257194543,3,5
XAUUSDm,grid_thai_19_21_rr1.8_body2_wick0.4_closeOff_extOff_none_atrMin50_atrMaxOff,momentum,2025-06,8,-23.86233829590188,4,4
XAUUSDm,grid_thai_19_21_rr1.8_body2_wick0.4_closeOff_extOff_none_atrMin50_atrMaxOff,momentum,2025-07,10,150.41051627342318,7,3
XAUUSDm,grid_thai_19_21_rr1.8_body2_wick0.4_closeOff_extOff_none_atrMin50_atrMaxOff,momentum,2025-08,10,90.80763201292288,6,4
XAUUSDm,grid_thai_19_21_rr1.8_body2_wick0.4_closeOff_extOff_none_atrMin50_atrMaxOff,momentum,2025-09,4,-36.22304937685088,1,3
XAUUSDm,grid_thai_19_21_rr1.8_body2_wick0.4_closeOff_extOff_none_atrMin50_atrMaxOff,momentum,2025-10,5,77.69353296890912,3,2
XAUUSDm,grid_thai_19_21_rr1.8_body2_wick0.4_closeOff_extOff_none_atrMin50_atrMaxOff,momentum,2025-11,5,-18.478993694152344,1,4
XAUUSDm,grid_thai_19_21_rr1.8_body2_wick0.4_closeOff_extOff_none_atrMin50_atrMaxOff,momentum,2025-12,4,105.57110833903594,3,1
XAUUSDm,grid_thai_19_21_rr1.8_body2_wick0.4_closeOff_extOff_none_atrMin50_atrMaxOff,momentum,2026-01,4,35.40072237039461,2,2
XAUUSDm,grid_thai_19_21_rr1.8_body2_wick0.4_closeOff_extOff_none_atrMin50_atrMaxOff,momentum,2026-02,4,12.96573167016566,2,2
XAUUSDm,grid_thai_19_21_rr1.8_body2_wick0.4_closeOff_extOff_none_atrMin50_atrMaxOff,momentum,2026-03,7,121.68520184715632,5,2
XAUUSDm,grid_thai_19_21_rr1.8_body2_wick0.4_closeOff_extOff_none_atrMin50_atrMaxOff,momentum,2026-04,4,-76.01715845090412,1,3
XAUUSDm,grid_thai_19_21_rr1.8_body2_wick0.4_closeOff_extOff_none_atrMin50_atrMaxOff,momentum,2026-05,1,6.794817114869891,1,0
XAUUSDm,grid_thai_19_21_rr1.8_body2_wick0.4_closeOff_extOff_none_atrMin30_atrMaxOff,momentum,2025-01,9,59.4295482449633,4,5
XAUUSDm,grid_thai_19_21_rr1.8_body2_wick0.4_closeOff_extOff_none_atrMin30_atrMaxOff,momentum,2025-02,7,93.77142783718331,4,3
XAUUSDm,grid_thai_19_21_rr1.8_body2_wick0.4_closeOff_extOff_none_atrMin30_atrMaxOff,momentum,2025-03,4,-24.959302964612426,1,3
XAUUSDm,grid_thai_19_21_rr1.8_body2_wick0.4_closeOff_extOff_none_atrMin30_atrMaxOff,momentum,2025-04,7,-75.48394433007302,2,5
XAUUSDm,grid_thai_19_21_rr1.8_body2_wick0.4_closeOff_extOff_none_atrMin30_atrMaxOff,momentum,2025-05,9,-1.2094214125441667,3,6
XAUUSDm,grid_thai_19_21_rr1.8_body2_wick0.4_closeOff_extOff_none_atrMin30_atrMaxOff,momentum,2025-06,8,-23.81991331419397,4,4
XAUUSDm,grid_thai_19_21_rr1.8_body2_wick0.4_closeOff_extOff_none_atrMin30_atrMaxOff,momentum,2025-07,10,150.3737840824386,7,3
XAUUSDm,grid_thai_19_21_rr1.8_body2_wick0.4_closeOff_extOff_none_atrMin30_atrMaxOff,momentum,2025-08,10,90.81448197599006,6,4
XAUUSDm,grid_thai_19_21_rr1.8_body2_wick0.4_closeOff_extOff_none_atrMin30_atrMaxOff,momentum,2025-09,4,-36.22585629408184,1,3
XAUUSDm,grid_thai_19_21_rr1.8_body2_wick0.4_closeOff_extOff_none_atrMin30_atrMaxOff,momentum,2025-10,5,77.72807350990375,3,2
XAUUSDm,grid_thai_19_21_rr1.8_body2_wick0.4_closeOff_extOff_none_atrMin30_atrMaxOff,momentum,2025-11,5,-18.551173055237392,1,4
XAUUSDm,grid_thai_19_21_rr1.8_body2_wick0.4_closeOff_extOff_none_atrMin30_atrMaxOff,momentum,2025-12,5,79.29186834770985,3,2
XAUUSDm,grid_thai_19_21_rr1.8_body2_wick0.4_closeOff_extOff_none_atrMin30_atrMaxOff,momentum,2026-01,5,8.570709305046435,2,3
XAUUSDm,grid_thai_19_21_rr1.8_body2_wick0.4_closeOff_extOff_none_atrMin30_atrMaxOff,momentum,2026-02,5,26.375323074606186,2,3
XAUUSDm,grid_thai_19_21_rr1.8_body2_wick0.4_closeOff_extOff_none_atrMin30_atrMaxOff,momentum,2026-03,7,179.90066615556657,6,1
XAUUSDm,grid_thai_19_21_rr1.8_body2_wick0.4_closeOff_extOff_none_atrMin30_atrMaxOff,momentum,2026-04,4,-76.04692613936825,1,3
XAUUSDm,grid_thai_19_21_rr1.8_body2_wick0.4_closeOff_extOff_none_atrMin30_atrMaxOff,momentum,2026-05,1,6.824910688165451,1,0
XAUUSDm,grid_thai_19_21_rr1.5_body2_wick0.4_closeOff_extOff_none_atrMin50_atrMaxOff,momentum,2025-01,9,29.428048244963623,4,5
XAUUSDm,grid_thai_19_21_rr1.5_body2_wick0.4_closeOff_extOff_none_atrMin50_atrMaxOff,momentum,2025-02,6,27.99333071833584,3,3
XAUUSDm,grid_thai_19_21_rr1.5_body2_wick0.4_closeOff_extOff_none_atrMin50_atrMaxOff,momentum,2025-03,4,30.081701945913416,2,2
XAUUSDm,grid_thai_19_21_rr1.5_body2_wick0.4_closeOff_extOff_none_atrMin50_atrMaxOff,momentum,2025-04,7,-20.49361915675816,3,4
XAUUSDm,grid_thai_19_21_rr1.5_body2_wick0.4_closeOff_extOff_none_atrMin50_atrMaxOff,momentum,2025-05,8,2.9966372571946884,3,5
XAUUSDm,grid_thai_19_21_rr1.5_body2_wick0.4_closeOff_extOff_none_atrMin50_atrMaxOff,momentum,2025-06,8,-0.3064291509159247,4,4
XAUUSDm,grid_thai_19_21_rr1.5_body2_wick0.4_closeOff_extOff_none_atrMin50_atrMaxOff,momentum,2025-07,10,112.90976627342435,7,3
XAUUSDm,grid_thai_19_21_rr1.5_body2_wick0.4_closeOff_extOff_none_atrMin50_atrMaxOff,momentum,2025-08,11,41.149025289616105,6,5
XAUUSDm,grid_thai_19_21_rr1.5_body2_wick0.4_closeOff_extOff_none_atrMin50_atrMaxOff,momentum,2025-09,4,-43.72262765503017,1,3
XAUUSDm,grid_thai_19_21_rr1.5_body2_wick0.4_closeOff_extOff_none_atrMin50_atrMaxOff,momentum,2025-10,5,100.77305641564334,4,1
XAUUSDm,grid_thai_19_21_rr1.5_body2_wick0.4_closeOff_extOff_none_atrMin50_atrMaxOff,momentum,2025-11,5,-25.987259853937474,1,4
XAUUSDm,grid_thai_19_21_rr1.5_body2_wick0.4_closeOff_extOff_none_atrMin50_atrMaxOff,momentum,2025-12,4,83.07191608960756,3,1
XAUUSDm,grid_thai_19_21_rr1.5_body2_wick0.4_closeOff_extOff_none_atrMin50_atrMaxOff,momentum,2026-01,4,20.397481864018637,2,2
XAUUSDm,grid_thai_19_21_rr1.5_body2_wick0.4_closeOff_extOff_none_atrMin50_atrMaxOff,momentum,2026-02,5,42.14867087695594,3,2
XAUUSDm,grid_thai_19_21_rr1.5_body2_wick0.4_closeOff_extOff_none_atrMin50_atrMaxOff,momentum,2026-03,6,124.9018478640153,5,1
XAUUSDm,grid_thai_19_21_rr1.5_body2_wick0.4_closeOff_extOff_none_atrMin50_atrMaxOff,momentum,2026-04,4,-75.97902118221788,1,3
XAUUSDm,grid_thai_19_21_rr1.5_body2_wick0.4_closeOff_extOff_none_atrMin50_atrMaxOff,momentum,2026-05,1,6.803571965446584,1,0
XAUUSDm,grid_thai_19_21_rr1.8_body2_wick0.5_closeOff_extOff_none_atrMin40_atrMaxOff,momentum,2025-01,9,59.4295482449633,4,5
XAUUSDm,grid_thai_19_21_rr1.8_body2_wick0.5_closeOff_extOff_none_atrMin40_atrMaxOff,momentum,2025-02,7,93.72210748695773,4,3
XAUUSDm,grid_thai_19_21_rr1.8_body2_wick0.5_closeOff_extOff_none_atrMin40_atrMaxOff,momentum,2025-03,4,-24.959302964612426,1,3
XAUUSDm,grid_thai_19_21_rr1.8_body2_wick0.5_closeOff_extOff_none_atrMin40_atrMaxOff,momentum,2025-04,7,-75.48394433007302,2,5
XAUUSDm,grid_thai_19_21_rr1.8_body2_wick0.5_closeOff_extOff_none_atrMin40_atrMaxOff,momentum,2025-05,9,6.940070160207213,4,5
XAUUSDm,grid_thai_19_21_rr1.8_body2_wick0.5_closeOff_extOff_none_atrMin40_atrMaxOff,momentum,2025-06,8,-23.81991331419397,4,4
XAUUSDm,grid_thai_19_21_rr1.8_body2_wick0.5_closeOff_extOff_none_atrMin40_atrMaxOff,momentum,2025-07,10,150.3737840824386,7,3
XAUUSDm,grid_thai_19_21_rr1.8_body2_wick0.5_closeOff_extOff_none_atrMin40_atrMaxOff,momentum,2025-08,10,90.81448197599006,6,4
XAUUSDm,grid_thai_19_21_rr1.8_body2_wick0.5_closeOff_extOff_none_atrMin40_atrMaxOff,momentum,2025-09,4,-36.22585629408184,1,3
XAUUSDm,grid_thai_19_21_rr1.8_body2_wick0.5_closeOff_extOff_none_atrMin40_atrMaxOff,momentum,2025-10,7,94.05040338095274,4,3
XAUUSDm,grid_thai_19_21_rr1.8_body2_wick0.5_closeOff_extOff_none_atrMin40_atrMaxOff,momentum,2025-11,6,-19.618488008776783,1,5
XAUUSDm,grid_thai_19_21_rr1.8_body2_wick0.5_closeOff_extOff_none_atrMin40_atrMaxOff,momentum,2025-12,6,69.62686596665691,3,3
XAUUSDm,grid_thai_19_21_rr1.8_body2_wick0.5_closeOff_extOff_none_atrMin40_atrMaxOff,momentum,2026-01,4,35.39333500274719,2,2
XAUUSDm,grid_thai_19_21_rr1.8_body2_wick0.5_closeOff_extOff_none_atrMin40_atrMaxOff,momentum,2026-02,5,-13.090655137461006,2,3
XAUUSDm,grid_thai_19_21_rr1.8_body2_wick0.5_closeOff_extOff_none_atrMin40_atrMaxOff,momentum,2026-03,7,180.02763865546893,6,1
XAUUSDm,grid_thai_19_21_rr1.8_body2_wick0.5_closeOff_extOff_none_atrMin40_atrMaxOff,momentum,2026-04,4,-76.0544748552494,1,3
XAUUSDm,grid_thai_19_21_rr1.8_body2_wick0.5_closeOff_extOff_none_atrMin40_atrMaxOff,momentum,2026-05,1,6.908434637927314,1,0
XAUUSDm,grid_thai_19_21_rr1.8_body1.8_wick0.3_closeOff_extOff_none_atrMin30_atrMaxOff,momentum,2025-01,9,-10.25877574671507,3,6
XAUUSDm,grid_thai_19_21_rr1.8_body1.8_wick0.3_closeOff_extOff_none_atrMin30_atrMaxOff,momentum,2025-02,7,23.963201600313518,3,4
XAUUSDm,grid_thai_19_21_rr1.8_body1.8_wick0.3_closeOff_extOff_none_atrMin30_atrMaxOff,momentum,2025-03,4,-24.131629138807092,1,3
XAUUSDm,grid_thai_19_21_rr1.8_body1.8_wick0.3_closeOff_extOff_none_atrMin30_atrMaxOff,momentum,2025-04,7,-5.3344170490042515,3,4
XAUUSDm,grid_thai_19_21_rr1.8_body1.8_wick0.3_closeOff_extOff_none_atrMin30_atrMaxOff,momentum,2025-05,8,24.571355638820815,3,5
XAUUSDm,grid_thai_19_21_rr1.8_body1.8_wick0.3_closeOff_extOff_none_atrMin30_atrMaxOff,momentum,2025-06,7,-24.601879284695627,3,4
XAUUSDm,grid_thai_19_21_rr1.8_body1.8_wick0.3_closeOff_extOff_none_atrMin30_atrMaxOff,momentum,2025-07,11,194.66873559539738,8,3
XAUUSDm,grid_thai_19_21_rr1.8_body1.8_wick0.3_closeOff_extOff_none_atrMin30_atrMaxOff,momentum,2025-08,9,117.95034035576259,6,3
XAUUSDm,grid_thai_19_21_rr1.8_body1.8_wick0.3_closeOff_extOff_none_atrMin30_atrMaxOff,momentum,2025-09,4,-36.43857835097775,1,3
XAUUSDm,grid_thai_19_21_rr1.8_body1.8_wick0.3_closeOff_extOff_none_atrMin30_atrMaxOff,momentum,2025-10,4,62.0690525953665,2,2
XAUUSDm,grid_thai_19_21_rr1.8_body1.8_wick0.3_closeOff_extOff_none_atrMin30_atrMaxOff,momentum,2025-11,5,-18.582878311021293,1,4
XAUUSDm,grid_thai_19_21_rr1.8_body1.8_wick0.3_closeOff_extOff_none_atrMin30_atrMaxOff,momentum,2025-12,5,8.265549374676237,2,3
XAUUSDm,grid_thai_19_21_rr1.8_body1.8_wick0.3_closeOff_extOff_none_atrMin30_atrMaxOff,momentum,2026-01,5,9.321075055942032,2,3
XAUUSDm,grid_thai_19_21_rr1.8_body1.8_wick0.3_closeOff_extOff_none_atrMin30_atrMaxOff,momentum,2026-02,5,26.358948975903182,2,3
XAUUSDm,grid_thai_19_21_rr1.8_body1.8_wick0.3_closeOff_extOff_none_atrMin30_atrMaxOff,momentum,2026-03,8,220.12687676134416,7,1
XAUUSDm,grid_thai_19_21_rr1.8_body1.8_wick0.3_closeOff_extOff_none_atrMin30_atrMaxOff,momentum,2026-04,4,-75.83252944487751,1,3
XAUUSDm,grid_thai_19_21_rr1.8_body1.8_wick0.3_closeOff_extOff_none_atrMin30_atrMaxOff,momentum,2026-05,1,6.909488113928996,1,0
XAUUSDm,grid_thai_19_21_rr2_body2_wick0.5_closeOff_extOff_none_atrMin30_atrMaxOff,momentum,2025-01,9,79.43054824496286,4,5
