symbol,variant,strategy,timestamp,entry_time,exit_time,side,pattern,entry,sl,tp,rr,qty,spread,slippage,fee,gross_pnl,pnl,r_multiple,result,balance,atr,atr_percentile_100,m15_adx,m15_rsi14,m15_macd_hist,m15_bb_pct
XAUUSDm,sell_baseline,momentum,2025-05-28 13:35:00+00:00,2025-05-28 13:40:00+00:00,2025-05-28 20:50:00+00:00,SELL,session_breakout,3303.674616770664,3316.438,3280.7005269578594,1.8,1.9587283050891215,0.11382000000000095,0.0844732293356521,1.2897001965346313,45.000000000000355,43.71029980346572,1.748411992138629,TP,10137.914156853665,3.7940000000000316,98.0,19.47008735358178,39.42368282898113,-1.436846244664989,0.07679810677214866
XAUUSDm,sell_baseline,momentum,2025-06-03 13:45:00+00:00,2025-06-03 13:50:00+00:00,2025-06-04 01:20:00+00:00,SELL,session_breakout,3343.7791459253385,3363.095,3309.0106085909483,1.8,1.2942736005028763,0.12839785714285493,0.10665514609011857,0.8680530148966442,-25.000000000000004,-25.86805301489665,-1.0347221205958659,SL,10112.04610383877,4.279928571428497,100.0,26.21077909916798,38.96572957414026,0.15961982095524707,-0.1029737322582466
XAUUSDm,sell_baseline,momentum,2025-06-16 13:50:00+00:00,2025-06-16 13:55:00+00:00,2025-06-17 01:55:00+00:00,SELL,session_breakout,3389.7486946068466,3417.401,3339.9745448991707,1.8,0.9040837515916496,0.17297357142857242,0.09481860743868863,0.6132795799628368,-3.5623660822588152,-4.175645662221652,-0.16702582648886607,TIMEOUT,10107.870458176547,5.765785714285747,100.0,35.415918947083775,36.59225033595702,-0.02729251356991691,-0.1140431756732553
XAUUSDm,sell_baseline,momentum,2025-06-24 12:30:00+00:00,2025-06-24 12:35:00+00:00,2025-06-24 19:30:00+00:00,SELL,session_breakout,3307.6236963558263,3321.86,3281.9983497963135,1.8,1.7560738113527898,0.12322071428571267,0.12069328703088288,1.164186270196076,-25.0,-26.164186270196076,-1.046567450807843,SL,10081.70627190635,4.107357142857089,82.0,38.064296195118644,30.183242349490655,-0.15626695824684944,-0.06827947399461992
XAUUSDm,sell_baseline,momentum,2025-06-26 13:05:00+00:00,2025-06-26 13:10:00+00:00,2025-06-27 01:10:00+00:00,SELL,session_breakout,3317.778992537417,3344.056,3270.480379104767,1.8,0.9514020968939626,0.15296785714285566,0.14152353401123338,0.6311909757974025,1.174023087649774,0.5428321118523715,0.02171328447409486,TIMEOUT,10082.249104018203,5.098928571428522,100.0,18.53667304092629,32.31923122924104,-1.6292287521871331,-0.2536657687353647
XAUUSDm,sell_baseline,momentum,2025-06-27 12:05:00+00:00,2025-06-27 12:10:00+00:00,2025-06-29 22:05:00+00:00,SELL,session_breakout,3273.938526592383,3285.344,3253.408674458672,1.8,2.1919300590630257,0.1014771428571443,0.08573483618828168,1.4346029955717043,6.458580207672242,5.0239772121005375,0.2009590884840215,TIMEOUT,10087.273081230303,3.382571428571477,74.0,43.632735004813654,36.76156600926379,0.40722417569050684,0.04914854253789418
XAUUSDm,sell_baseline,momentum,2025-07-08 13:45:00+00:00,2025-07-08 13:50:00+00:00,2025-07-08 14:40:00+00:00,SELL,session_breakout,3316.021267175138,3326.914,3296.4143480903854,1.8,2.2951081608224295,0.10118357142857348,0.04414103914766541,1.5176254943508787,45.00000000000042,43.48237450564954,1.7392949802259816,TP,10130.755455735953,3.372785714285783,100.0,18.147393845146915,42.283950356278254,0.11010653945995341,0.14664203419265717
XAUUSDm,sell_baseline,momentum,2025-07-14 12:35:00+00:00,2025-07-14 12:40:00+00:00,2025-07-15 00:40:00+00:00,SELL,session_breakout,3351.451378070749,3368.025,3321.6188585980967,1.8,1.5084210383656014,0.09729428571428668,0.060974786394119705,1.0104056323151243,6.743212331365516,5.732806699050392,0.22931226796201568,TIMEOUT,10136.488262435003,3.2431428571428893,100.0,21.65202251038262,36.7651028728244,-1.4793085902268142,-0.17231518849245445
XAUUSDm,sell_baseline,momentum,2025-07-15 12:05:00+00:00,2025-07-15 12:10:00+00:00,2025-07-15 12:30:00+00:00,SELL,session_breakout,3352.7417618789177,3359.335,3340.8739332609694,1.8,3.791763552428179,0.0592757142857129,0.01960026393952331,2.5450608026792634,-25.0,-27.545060802679263,-1.1018024321071704,SL,10108.943201632324,1.9758571428570966,59.0,20.971755145144762,38.26022884135366,-1.1419082294695684,-0.14025913326344902
XAUUSDm,sell_baseline,momentum,2025-07-15 12:35:00+00:00,2025-07-15 12:40:00+00:00,2025-07-15 15:35:00+00:00,SELL,session_breakout,3347.976391513146,3360.387,3325.637296236809,1.8,2.0144056616145245,0.10199142857143151,0.041612772568100274,1.3443365196031698,44.99999999999963,43.65566348039646,1.7462265392158587,TP,10152.59886511272,3.3997142857143836,100.0,24.614335357064114,39.25445277239253,-1.3378372695728586,0.04740862915207159
XAUUSDm,sell_baseline,momentum,2025-07-24 12:45:00+00:00,2025-07-24 12:50:00+00:00,2025-07-24 13:40:00+00:00,SELL,session_breakout,3354.2018684766313,3365.506,3333.8544317345677,1.8,2.211580778967271,0.0947721428571445,0.07374545193972519,1.4861176762198047,-25.000000000000004,-26.48611767621981,-1.0594447070487922,SL,10126.1127474365,3.1590714285714836,92.0,50.569753258342374,31.024012061337118,0.24749084676371336,0.19681754299032603
XAUUSDm,sell_baseline,momentum,2025-07-28 13:30:00+00:00,2025-07-28 13:35:00+00:00,2025-07-28 13:50:00+00:00,SELL,session_breakout,3324.23882414441,3330.639,3312.718507604348,1.8,3.9061426692149963,0.08868000000000101,0.07283585559013449,2.5924902227303135,45.0,42.40750977726969,1.6963003910907875,TP,10168.52025721377,2.9560000000000337,99.0,24.688991825086365,32.077127050541364,-0.8864486601692667,0.07497463932984386
XAUUSDm,sell_baseline,momentum,2025-09-12 12:20:00+00:00,2025-09-12 12:25:00+00:00,2025-09-12 13:10:00+00:00,SELL,session_breakout,3643.17852415091,3649.349,3632.071667622548,1.8,4.051551389458351,0.063953571428571,0.0624990633753195,2.9546050023136887,-25.0,-27.954605002313688,-1.1181842000925475,SL,10140.565652211455,2.1317857142857,65.0,21.061426016204223,46.12922788475143,-0.09676661010399631,0.42208130313462
XAUUSDm,sell_baseline,momentum,2025-09-25 12:50:00+00:00,2025-09-25 12:55:00+00:00,2025-09-25 18:40:00+00:00,SELL,session_breakout,3732.3766634561744,3755.926,3689.9878576772885,1.8,1.06160103294098,0.14623071428571327,0.0772211866827722,0.7949589842499766,-24.999999999999996,-25.794958984249973,-1.031798359369999,SL,10114.770693227205,4.874357142857109,100.0,19.87710691908853,40.952499898064566,-1.389479222852788,-0.17732221713760524
XAUUSDm,sell_baseline,momentum,2025-10-01 12:45:00+00:00,2025-10-01 12:50:00+00:00,2025-10-02 00:50:00+00:00,SELL,session_breakout,3870.8733365940216,3891.122,3834.4257424632606,1.8,1.234649393827097,0.1346742857142866,0.07532626312160537,0.9541751203084711,16.59163412985329,15.637459009544818,0.6254983603817926,TIMEOUT,10130.40815223675,4.489142857142887,96.0,18.3325867553591,43.336386544129056,-2.0906358500096553,-0.04351468926489146
XAUUSDm,sell_baseline,momentum,2025-10-09 13:40:00+00:00,2025-10-09 13:45:00+00:00,2025-10-09 16:40:00+00:00,SELL,session_breakout,4031.1668714539924,4057.981,3982.901440071178,1.8,0.9323443033811389,0.18705642857143076,0.1176003317219786,0.7471870937157795,45.00000000000017,44.25281290628439,1.7701125162513756,TP,10174.660965143035,6.235214285714359,100.0,19.2834809256265,69.40610482535511,1.4977340740724725,1.0551613733096423
XAUUSDm,sell_baseline,momentum,2025-10-21 12:10:00+00:00,2025-10-21 12:15:00+00:00,2025-10-21 14:20:00+00:00,SELL,session_breakout,4225.288417317081,4267.064,4150.092368487827,1.8,0.5984356984258644,0.2890564285714325,0.1250544686328651,0.5012126850135725,45.00000000000021,44.49878731498664,1.7799514925994657,TP,10219.159752458021,9.635214285714417,84.0,57.438051634424795,35.108269406022046,0.9974020516810143,0.281335072544301
XAUUSDm,sell_baseline,momentum,2025-11-14 12:10:00+00:00,2025-11-14 12:15:00+00:00,2025-11-14 13:20:00+00:00,SELL,session_breakout,4125.762089880828,4157.72,4068.2378516663184,1.8,0.7822789383527956,0.2434607142857099,0.09517976202874698,0.6409993575136371,45.0,44.359000642486365,1.7743600256994545,TP,10263.518753100507,8.115357142856997,100.0,35.25045599985121,25.763839156731578,-2.8843251885381376,-0.22969546454747222
XAUUSDm,sell_baseline,momentum,2025-11-14 13:25:00+00:00,2025-11-14 13:30:00+00:00,2025-11-16 23:00:00+00:00,SELL,session_breakout,4055.326624950884,4119.67,3939.5085498624744,1.8,0.38854038944827407,0.34366928571428257,0.21754040625906726,0.3159997676039915,-8.681303643172487,-8.997303410776478,-0.3598921364310591,TIMEOUT,10254.52144968973,11.455642857142752,100.0,46.13312162979941,16.216089308071474,-6.262003694110483,-0.11760192165958215
XAUUSDm,sell_baseline,momentum,2025-11-19 13:10:00+00:00,2025-11-19 13:15:00+00:00,2025-11-19 14:55:00+00:00,SELL,session_breakout,4102.982293245543,4120.01,4072.332421087519,1.8,1.4681953571613782,0.13318928571428126,0.06111211159967023,1.20729591069169,-25.0,-26.20729591069169,-1.0482918364276677,SL,10228.314153779038,4.439642857142709,70.0,38.20990375075074,64.01986501558459,0.14467682996041198,0.6993300976049365
XAUUSDm,sell_baseline,momentum,2025-12-23 13:50:00+00:00,2025-12-23 13:55:00+00:00,2025-12-23 14:55:00+00:00,SELL,session_breakout,4478.852962511086,4497.359,4445.54209503104,1.8,1.3509104806999117,0.16868357142857154,0.12969570319969032,1.205605881714015,45.0,43.794394118285986,1.7517757647314394,TP,10272.108547897324,5.622785714285718,100.0,24.530324010148064,55.66761543269887,0.1292730498633876,0.7498370921988308
