symbol,variant,strategy,month,trades,pnl,wins,losses
XAUUSDm,sell_baseline,momentum,2025-01,4,102.64877581699128,3,1
XAUUSDm,sell_baseline,momentum,2025-02,5,77.43938392235148,3,2
XAUUSDm,sell_baseline,momentum,2025-03,4,-24.96038010720681,1,3
XAUUSDm,sell_baseline,momentum,2025-04,4,-33.4667205695621,1,3
XAUUSDm,sell_baseline,momentum,2025-05,3,16.253097791090706,1,2
XAUUSDm,sell_baseline,momentum,2025-06,5,-50.641075623361466,2,3
XAUUSDm,sell_baseline,momentum,2025-07,6,81.24717598346702,4,2
XAUUSDm,sell_baseline,momentum,2025-09,2,-53.74956398656366,0,2
XAUUSDm,sell_baseline,momentum,2025-10,3,104.38905923081586,3,0
XAUUSDm,sell_baseline,momentum,2025-11,3,9.154401321018195,1,2
XAUUSDm,sell_baseline,momentum,2025-12,2,88.2237433217717,2,0
XAUUSDm,sell_baseline,momentum,2026-01,2,18.118781049338086,1,1
XAUUSDm,sell_baseline,momentum,2026-02,2,34.67650392477785,1,1
XAUUSDm,sell_baseline,momentum,2026-03,5,112.21354058524118,4,1
XAUUSDm,sell_baseline,momentum,2026-04,1,-25.952815528716346,0,1
XAUUSDm,sell_rsi_lt50,momentum,2025-01,3,58.885802744570974,2,1
XAUUSDm,sell_rsi_lt50,momentum,2025-02,4,104.42049275529145,3,1
XAUUSDm,sell_rsi_lt50,momentum,2025-03,2,-39.8696337299978,0,2
XAUUSDm,sell_rsi_lt50,momentum,2025-04,4,-33.46640187569325,1,3
XAUUSDm,sell_rsi_lt50,momentum,2025-05,3,16.291141936878244,1,2
XAUUSDm,sell_rsi_lt50,momentum,2025-06,5,-50.58533880081481,2,3
XAUUSDm,sell_rsi_lt50,momentum,2025-07,6,81.1923236685672,4,2
XAUUSDm,sell_rsi_lt50,momentum,2025-09,2,-53.770110037734284,0,2
XAUUSDm,sell_rsi_lt50,momentum,2025-10,2,60.07856503625522,2,0
XAUUSDm,sell_rsi_lt50,momentum,2025-11,2,35.373560954242954,1,1
XAUUSDm,sell_rsi_lt50,momentum,2025-12,1,44.42919705843165,1,0
XAUUSDm,sell_rsi_lt50,momentum,2026-01,2,18.1137241378153,1,1
XAUUSDm,sell_rsi_lt50,momentum,2026-02,2,34.6856758665658,1,1
XAUUSDm,sell_rsi_lt50,momentum,2026-03,4,137.97523541268646,4,0
XAUUSDm,sell_rsi_lt50,momentum,2026-04,1,-25.95039548887118,0,1
XAUUSDm,sell_macd_neg,momentum,2025-01,3,23.622455790142247,2,1
XAUUSDm,sell_macd_neg,momentum,2025-02,3,60.92012986344807,2,1
XAUUSDm,sell_macd_neg,momentum,2025-03,3,-65.90831088018194,0,3
XAUUSDm,sell_macd_neg,momentum,2025-04,3,-7.87626490456659,1,2
XAUUSDm,sell_macd_neg,momentum,2025-05,3,16.254704594610654,1,2
XAUUSDm,sell_macd_neg,momentum,2025-06,4,-55.617479351761226,1,3
XAUUSDm,sell_macd_neg,momentum,2025-07,4,64.24875184385641,3,1
XAUUSDm,sell_macd_neg,momentum,2025-09,2,-53.74959516825193,0,2
XAUUSDm,sell_macd_neg,momentum,2025-10,1,15.670748915944172,1,0
XAUUSDm,sell_macd_neg,momentum,2025-11,2,35.38874241039734,1,1
XAUUSDm,sell_macd_neg,momentum,2025-12,1,44.571485033736465,1,0
XAUUSDm,sell_macd_neg,momentum,2026-01,2,-51.85610718819474,0,2
XAUUSDm,sell_macd_neg,momentum,2026-02,2,34.62896879635878,1,1
XAUUSDm,sell_macd_neg,momentum,2026-03,3,133.56604754614497,3,0
XAUUSDm,sell_macd_neg,momentum,2026-04,1,-26.04472317159263,0,1
XAUUSDm,sell_rsi_macd,momentum,2025-01,3,23.622455790142247,2,1
XAUUSDm,sell_rsi_macd,momentum,2025-02,3,60.92012986344807,2,1
XAUUSDm,sell_rsi_macd,momentum,2025-03,3,-65.90831088018194,0,3
XAUUSDm,sell_rsi_macd,momentum,2025-04,3,-7.87626490456659,1,2
XAUUSDm,sell_rsi_macd,momentum,2025-05,3,16.254704594610654,1,2
XAUUSDm,sell_rsi_macd,momentum,2025-06,4,-55.617479351761226,1,3
